record_id,customer_id,full_name,entity_type,dob,country,national_id,account_prefix,onboarding_date,status,last_refresh,label,category
REC-0000167,CUS-0000167,MARIA KOWALSKI,INDIVIDUAL,1961-08-06,DE,HV00001687,DE-37,2014-10-27,ACTIVE,2026-06-06,1,near_dup_shared_id
REC-0000168,CUS-0000168,MARIA KOWELSKI,INDIVIDUAL,1961-08-06,DE,HV00001687,DE-37,2025-09-13,ACTIVE,2026-06-06,1,near_dup_shared_id
REC-0000169,CUS-0000169,SUMMIT CONSULTING PTE,ENTITY,,HK,HV00001694,HK-11,2021-01-31,DORMANT,2025-11-22,0,clean
REC-0000170,CUS-0000170,DAVID ANDERSEN,INDIVIDUAL,1976-03-05,AU,HV00001707,AU-56,2022-04-26,ACTIVE,2026-06-04,0,clean
REC-0000171,CUS-0000171,NADIA KOWALSKI,INDIVIDUAL,1946-08-06,AE,HV00001714,AE-59,2014-02-17,ACTIVE,2025-09-22,0,clean
REC-0000172,CUS-0000172,CHLOE TANAKA,INDIVIDUAL,1951-07-18,IE,HV00001721,IE-22,2021-04-05,ACTIVE,2026-01-08,0,clean
REC-0000173,CUS-0000173,CARLOS GARCIA,INDIVIDUAL,1994-01-18,ES,HV00001738,ES-75,2022-12-07,ACTIVE,2026-06-10,0,clean
REC-0000174,CUS-0000174,FATIMA ROSSI,INDIVIDUAL,1982-07-02,CA,HV00001745,CA-76,2022-01-02,ACTIVE,2025-10-10,0,clean
REC-0000175,CUS-0000175,FATIMA IVANOV,INDIVIDUAL,1975-04-03,LU,HV00001752,LU-88,2019-10-02,ACTIVE,2026-01-28,0,clean
REC-0000176,CUS-0000176,PABLO JOHANSSON,INDIVIDUAL,1983-12-12,ZA,HV00001769,ZA-82,2024-07-30,ACTIVE,2026-06-22,0,clean
REC-0000177,CUS-0000177,INGRID DUBOIS,INDIVIDUAL,1967-08-08,KR,HV00001776,KR-98,2008-06-16,ACTIVE,2025-10-31,0,clean
REC-0000178,CUS-0000178,YUSUF DUBOIS,INDIVIDUAL,1991-10-27,HK,HV00001783,HK-39,2023-07-24,ACTIVE,2025-09-05,0,clean
REC-0000179,CUS-0000179,MEI PETROV,INDIVIDUAL,1974-02-09,ZA,HV00001790,ZA-28,2020-02-09,DORMANT,2026-02-26,0,clean
REC-0000180,CUS-0000180,MOHAMMED OKONKWO,INDIVIDUAL,1979-07-26,PL,HV00001803,PL-50,2008-06-19,ACTIVE,2025-12-01,0,clean
REC-0000181,CUS-0000181,YUSUF PETROV,INDIVIDUAL,1982-04-23,BR,HV00001810,BR-17,2017-04-03,ACTIVE,2025-10-08,0,clean
REC-0000182,CUS-0000182,AMARA KARIMI,INDIVIDUAL,1973-10-21,NL,HV00001827,NL-50,2020-11-07,CLOSED,2025-11-07,0,clean
REC-0000183,CUS-0000183,BLUEWATER CONSULTING PTE,ENTITY,,NL,HV00001834,NL-71,2018-04-03,ACTIVE,2026-02-24,0,clean
REC-0000184,CUS-0000184,JOHAN ANDERSEN,INDIVIDUAL,1965-12-05,CH,HV00001841,CH-36,2011-01-17,ACTIVE,2025-10-23,0,clean
REC-0000185,CUS-0000185,KATHERINE WATANABE,INDIVIDUAL,2004-09-28,ES,HV00001858,ES-45,2018-07-28,ACTIVE,2023-04-10,0,stale_refresh
REC-0000186,CUS-0000186,BLUEWATER COMMODITIES GMBH,ENTITY,,IT,HV00001865,IT-15,2024-05-10,ACTIVE,2026-05-21,0,clean
REC-0000187,CUS-0000187,PRIYA VARGAS,INDIVIDUAL,1982-12-24,MX,HV00001872,MX-37,2020-09-17,ACTIVE,2025-09-28,0,clean
REC-0000188,CUS-0000188,PRIYA AL-RASHID,INDIVIDUAL,1949-10-19,SE,HV00001889,SE-88,2021-08-13,ACTIVE,2026-02-28,0,clean
REC-0000189,CUS-0000189,ELENA YAMAMOTO,INDIVIDUAL,1960-11-20,KR,HV00001896,KR-16,2017-11-29,ACTIVE,2026-01-12,0,clean
REC-0000190,CUS-0000190,YUSUF AL-RASHID,INDIVIDUAL,1940-06-18,FR,HV00001909,FR-80,2021-04-12,CLOSED,2026-04-11,0,clean
REC-0000191,CUS-0000191,DIEGO MORETTI,INDIVIDUAL,1982-11-01,LU,HV00001916,LU-93,2025-10-02,ACTIVE,2026-02-03,0,clean
REC-0000192,CUS-0000192,KATHERINE ANDERSEN,INDIVIDUAL,1948-01-10,HK,HV00001923,HK-93,2007-04-30,ACTIVE,2025-09-30,0,clean
REC-0000193,CUS-0000193,KATHERINE WATANABE,INDIVIDUAL,1955-09-15,FI,HV00001930,FI-63,2006-11-02,DORMANT,2026-04-01,0,clean
REC-0000194,CUS-0000194,IRONWOOD COMPONENTS LLC,ENTITY,,GB,HV00001947,GB-47,2024-10-03,DORMANT,2026-06-26,0,clean
REC-0000195,CUS-0000195,KATHERINE REYES,INDIVIDUAL,1965-07-12,IE,HV00001954,ZA-73,2008-05-29,CLOSED,2025-09-25,0,prefix_country_mismatch
REC-0000196,CUS-0000196,LAKESHORE COMPONENTS GMBH,ENTITY,,CA,HV00001961,CA-34,2025-02-01,DORMANT,2026-01-12,0,clean
REC-0000197,CUS-0000197,PRIYA HASSAN,INDIVIDUAL,1956-09-14,MX,HV00001978,MX-11,2020-07-16,ACTIVE,2026-01-30,0,clean
REC-0000198,CUS-0000198,YUKI PETROV,INDIVIDUAL,1997-04-20,BE,HV00001985,BE-61,2010-05-02,DORMANT,2025-10-10,0,clean
REC-0000199,CUS-0000199,AISHA IVANOV,INDIVIDUAL,1952-08-12,IT,HV00001992,IT-71,2021-01-04,ACTIVE,2026-02-23,0,clean
REC-0000200,CUS-0000200,KENJI ANDERSEN,INDIVIDUAL,1963-12-14,IT,HV00002000,IT-52,2011-04-14,ACTIVE,2025-09-10,0,clean
REC-0000201,CUS-0000201,ALEKSANDR NAKAMURA,INDIVIDUAL,1945-07-28,HK,HV00002017,HK-95,2014-01-24,ACTIVE,2026-01-24,0,clean
REC-0000202,CUS-0000202,KATHERINE BERGSTROM,INDIVIDUAL,2003-02-13,KR,HV00002024,KR-49,2017-04-09,ACTIVE,2026-01-30,0,clean
REC-0000203,CUS-0000203,CARLOS MORETTI,INDIVIDUAL,1953-09-28,JP,HV00002031,JP-68,2010-12-01,ACTIVE,2025-12-21,0,clean
REC-0000204,CUS-0000204,YUSUF JOHANSSON,INDIVIDUAL,1999-07-31,SE,HV00002048,SE-37,2016-07-24,ACTIVE,2026-05-20,0,clean
REC-0000205,CUS-0000205,DAVID MULLER,INDIVIDUAL,1990-08-12,ZA,HV00002055,ZA-24,2021-10-14,ACTIVE,2025-09-23,0,clean
REC-0000206,CUS-0000206,LAKESHORE COMMODITIES LLC,ENTITY,,AE,HV00002062,AE-51,2018-11-05,DORMANT,2025-11-16,0,clean
REC-0000207,CUS-0000207,VIKTOR MORETTI,INDIVIDUAL,1948-02-27,AE,HV00002079,AE-75,2022-01-29,ACTIVE,2026-06-02,0,clean
REC-0000208,CUS-0000208,KENJI DUBOIS,INDIVIDUAL,1945-03-06,ZA,HV00002086,ZA-81,2015-04-27,ACTIVE,2026-01-24,0,clean
REC-0000209,CUS-0000209,TARIQ OKONKWO,INDIVIDUAL,1959-07-20,IT,HV00002093,IT-84,2011-09-16,ACTIVE,2025-11-26,0,clean
REC-0000210,CUS-0000210,MARIA WATANABE,INDIVIDUAL,1946-03-11,DE,HV00002106,DE-70,2018-02-20,ACTIVE,2025-12-03,0,clean
REC-0000211,CUS-0000211,OMAR VARGAS,INDIVIDUAL,1997-12-11,CA,HV00002113,CA-63,2023-03-06,ACTIVE,2022-11-20,0,stale_refresh
REC-0000212,CUS-0000212,IRONWOOD TEXTILES BV,ENTITY,,LU,HV00002120,LU-94,2014-06-20,DORMANT,2026-04-23,0,clean
REC-0000213,CUS-0000213,YUKI JOHANSSON,INDIVIDUAL,1975-04-06,ES,HV00002137,ES-77,2008-08-29,ACTIVE,2026-03-08,0,clean
REC-0000214,CUS-0000214,NORTHGATE COMPONENTS BV,ENTITY,,BE,HV00002144,BE-79,2006-07-06,ACTIVE,2025-12-18,0,clean
REC-0000215,CUS-0000215,BLUEWATER COMMODITIES GMBH,ENTITY,,JP,HV00002151,JP-34,2016-05-01,CLOSED,2026-05-04,0,clean
REC-0000216,CUS-0000216,CHLOE ANDERSEN,INDIVIDUAL,1941-05-27,KR,HV00002168,KR-40,2015-05-28,ACTIVE,2026-05-10,0,clean
REC-0000217,CUS-0000217,SOFIA HASSAN,INDIVIDUAL,1944-05-14,MX,HV00002175,MX-41,2019-05-30,ACTIVE,2025-12-07,0,clean
REC-0000218,CUS-0000218,YUSUF COSTA,INDIVIDUAL,1945-01-23,SE,HV00002182,SE-27,2010-11-15,ACTIVE,2026-02-02,0,clean
REC-0000219,CUS-0000219,VIKTOR REYES,INDIVIDUAL,1991-10-22,LU,HV00002199,LU-86,2022-05-29,ACTIVE,2026-01-17,0,clean
REC-0000220,CUS-0000220,SOFIA KARIMI,INDIVIDUAL,1959-10-31,NZ,,NZ-62,2009-03-19,ACTIVE,2026-05-30,0,missing_supporting
REC-0000221,CUS-0000221,ATLANTIC AGRO EXPORTS PTE,ENTITY,,NZ,HV00002219,NZ-73,2022-06-28,ACTIVE,2026-01-05,0,clean
REC-0000222,CUS-0000222,LAKESHORE MARINE SUPPLY BV,ENTITY,,KR,HV00002226,KR-63,2014-07-20,ACTIVE,2026-01-28,0,clean
REC-0000223,CUS-0000223,AMARA NAKAMURA,INDIVIDUAL,1960-03-20,BE,HV00002233,BE-48,2018-01-24,DORMANT,2026-04-18,0,clean
REC-0000224,CUS-0000224,LAKESHORE AGRO EXPORTS SA,INDIVIDUAL,2000-02-29,LU,HV00002240,LU-81,2007-04-18,ACTIVE,2025-12-14,0,clean_edge
REC-0000225,CUS-0000225,KATHERINE LINDQVIST,INDIVIDUAL,1973-04-16,HK,HV00002257,HK-21,2007-10-10,ACTIVE,2026-03-25,0,clean
REC-0000226,CUS-0000226,CHLOE PETROV,INDIVIDUAL,1943-07-19,IT,HV00002264,IT-19,2021-02-09,ACTIVE,2024-03-08,0,stale_refresh
REC-0000227,CUS-0000227,,INDIVIDUAL,1941-05-17,FI,HV00002271,FI-37,2013-06-20,ACTIVE,2026-05-01,1,null_name_active
REC-0000228,CUS-0000228,KATHERINE NAKAMURA,INDIVIDUAL,2002-05-29,BE,HV00002288,BE-87,2016-09-28,ACTIVE,2025-12-09,0,clean
REC-0000229,CUS-0000229,NORTHGATE AGRO EXPORTS SA,ENTITY,,SE,HV00002295,SE-78,2013-03-19,ACTIVE,2026-01-24,0,clean
REC-0000230,CUS-0000230,AMARA LINDQVIST,INDIVIDUAL,1948-11-05,ZA,HV00002308,ZA-70,2025-10-19,ACTIVE,2026-01-18,0,clean
REC-0000231,CUS-0000231,IRONWOOD LOGISTICS PTE,ENTITY,,ES,HV00002315,ES-38,2013-01-07,ACTIVE,2026-06-22,0,clean
REC-0000232,CUS-0000232,VIKTOR VARGAS,INDIVIDUAL,1977-06-18,LU,HV00002322,LU-47,2019-02-06,ACTIVE,2026-01-13,0,clean
REC-0000233,CUS-0000233,ELENA MORETTI,INDIVIDUAL,1989-05-26,NO,HV00002339,NO-93,2024-09-09,ACTIVE,2023-12-16,0,stale_refresh
REC-0000234,CUS-0000234,OMAR VARGAS,INDIVIDUAL,1984-01-05,IN,HV00002346,IN-68,2022-03-25,ACTIVE,2026-01-01,0,clean
REC-0000235,CUS-0000235,AMARA IVANOV,INDIVIDUAL,1988-08-20,PT,HV00002353,PT-92,2018-04-05,CLOSED,2025-10-05,0,clean
REC-0000236,CUS-0000236,TARIQ NGUYEN,INDIVIDUAL,1944-05-08,FI,HV00002360,FI-10,2007-09-01,ACTIVE,2026-03-04,0,clean
REC-0000237,CUS-0000237,MOHAMMED KARIMI,INDIVIDUAL,1980-11-28,CA,HV00002377,CA-57,2006-03-16,ACTIVE,2022-08-31,0,stale_refresh
REC-0000238,CUS-0000238,INGRID OKONKWO,INDIVIDUAL,1941-07-02,SE,HV00002384,SE-77,2018-05-17,ACTIVE,2025-09-29,0,clean
REC-0000239,CUS-0000239,IRONWOOD COMMODITIES LTD,ENTITY,,US,HV00002391,US-22,2017-04-07,ACTIVE,2026-02-27,0,clean
REC-0000240,CUS-0000240,TARIQ SCHMIDT,INDIVIDUAL,1963-12-25,ZA,HV00002404,ZA-60,2011-08-30,ACTIVE,2025-12-05,0,clean
REC-0000241,CUS-0000241,ELENA KOWALSKI,INDIVIDUAL,2001-05-14,JP,HV00002411,JP-20,2021-08-21,ACTIVE,2026-06-14,0,clean
REC-0000242,CUS-0000242,ANNE-MARIE ØSTERGAARD,INDIVIDUAL,1945-01-12,IT,HV00002428,IT-91,2014-06-17,ACTIVE,2026-04-04,0,clean_edge
REC-0000243,CUS-0000243,LENA TANAKA,INDIVIDUAL,1987-05-20,NL,HV00002435,NL-15,2018-09-10,ACTIVE,2025-09-13,0,clean
REC-0000244,CUS-0000244,SOFIA WATANABE,INDIVIDUAL,1965-02-25,GB,HV00002442,GB-79,2007-09-02,ACTIVE,2026-06-14,0,clean
REC-0000245,CUS-0000245,JAMES GARCIA,INDIVIDUAL,1992-08-30,FI,HV00002459,FI-28,2013-01-20,ACTIVE,2025-12-09,0,clean
REC-0000246,CUS-0000246,PINNACLE FREIGHT PTE,ENTITY,,CH,HV00002466,CH-59,2009-08-23,ACTIVE,2025-09-27,0,clean
REC-0000247,CUS-0000247,CARLOS ROSSI,INDIVIDUAL,2001-11-03,BE,HV00002473,BE-20,2022-08-04,ACTIVE,2026-01-04,0,clean
REC-0000248,CUS-0000248,TARIQ MULLER,INDIVIDUAL,1970-07-22,BR,HV00002480,BR-87,2011-03-17,ACTIVE,2025-12-09,0,clean
REC-0000249,CUS-0000249,NORTHGATE COMPONENTS SA,ENTITY,,NL,HV00002497,NL-39,2006-08-31,ACTIVE,2025-12-20,0,clean
REC-0000250,CUS-0000250,SOFIA HAIDARI,INDIVIDUAL,1947-09-09,KR,HV00002500,KR-89,2019-02-21,ACTIVE,2026-02-24,0,clean
REC-0000251,CUS-0000251,CARLOS HAIDARI,INDIVIDUAL,2015-03-28,DE,HV00002517,DE-91,2013-02-07,ACTIVE,2025-12-13,1,impossible_dob_sequence
REC-0000252,CUS-0000252,DAVID ANDERSEN,INDIVIDUAL,1964-03-14,CH,HV00002524,CH-23,2015-12-23,ACTIVE,2026-03-27,0,clean
REC-0000253,CUS-0000253,PABLO FERREIRA,INDIVIDUAL,1949-04-07,SE,HV00002531,SE-13,2018-06-11,ACTIVE,2025-09-20,0,clean
REC-0000254,CUS-0000254,FATIMA COSTA,INDIVIDUAL,1974-07-24,IE,HV00002548,IE-11,2023-08-06,ACTIVE,2025-12-14,0,clean
REC-0000255,CUS-0000255,YUKI AL-RASHID,INDIVIDUAL,1991-04-24,PT,HV00002555,PT-76,2018-07-20,ACTIVE,2025-12-18,1,near_dup_shared_id
REC-0000256,CUS-0000256,YUKI AL RASHEED,INDIVIDUAL,1991-04-24,PT,HV00002555,PT-76,2022-01-06,ACTIVE,2025-12-18,1,near_dup_shared_id
REC-0000257,CUS-0000257,WEI IVANOV,INDIVIDUAL,1978-12-30,IN,HV00002562,IN-45,2009-04-10,ACTIVE,2025-10-26,0,clean
REC-0000258,CUS-0000258,ELENA VARGAS,INDIVIDUAL,1996-01-28,ES,HV00002579,ES-73,2011-08-24,ACTIVE,2026-03-22,0,clean
REC-0000259,CUS-0000259,JAMES HAIDARI,INDIVIDUAL,1969-10-21,CA,HV00002586,CA-89,,ACTIVE,2026-01-13,0,missing_supporting
REC-0000260,CUS-0000260,LENA YAMAMOTO,INDIVIDUAL,1993-04-29,DK,HV00002593,IN-50,2024-06-21,ACTIVE,2026-03-20,0,prefix_country_mismatch
REC-0000261,CUS-0000261,JOHAN VARGAS,INDIVIDUAL,2002-05-07,IT,HV00002606,IT-91,2013-02-27,ACTIVE,2025-09-09,0,clean
REC-0000262,CUS-0000262,PRIYA KHAN,INDIVIDUAL,1975-04-02,NL,HV00002613,NL-56,2014-06-08,ACTIVE,2025-09-15,0,clean
REC-0000263,CUS-0000263,SOFIA ANDERSEN,INDIVIDUAL,1989-05-08,SE,HV00002620,SE-13,2010-01-13,CLOSED,2025-11-06,0,clean
REC-0000264,CUS-0000264,NORTHGATE TEXTILES SA,ENTITY,,AE,HV00002637,AE-96,2015-11-01,ACTIVE,2026-01-26,0,clean
REC-0000265,CUS-0000265,ALEKSANDR FERREIRA,INDIVIDUAL,1973-10-27,KR,HV00002644,KR-19,2009-06-16,ACTIVE,2025-10-28,0,clean
REC-0000266,CUS-0000266,KATHERINE WATANABE,INDIVIDUAL,2002-01-20,SE,HV00002651,SE-63,2017-05-13,ACTIVE,2022-05-23,0,stale_refresh
REC-0000267,CUS-0000267,AISHA ANDERSEN,INDIVIDUAL,1962-04-09,LU,HV00002668,LU-94,2007-11-28,ACTIVE,2026-04-06,0,clean
REC-0000268,CUS-0000268,OMAR NGUYEN,INDIVIDUAL,1998-01-08,GB,HV00002675,GB-61,2018-08-19,CLOSED,2026-01-12,0,clean
REC-0000269,CUS-0000269,MERIDIAN TEXTILES GMBH,ENTITY,,BR,HV00002682,BR-38,2008-05-17,ACTIVE,2025-10-08,0,clean
REC-0000270,CUS-0000270,ELENA LINDQVIST,,1973-07-25,PL,HV00002699,PL-60,2018-11-26,ACTIVE,2025-10-17,0,missing_supporting
REC-0000271,CUS-0000271,AISHA KOWALSKI,INDIVIDUAL,1900-01-01,US,HV00002702,US-20,2016-10-29,ACTIVE,2026-04-19,0,clean_edge
REC-0000272,CUS-0000272,MOHAMMED KARIMI,INDIVIDUAL,1983-04-29,MX,HV00002719,MX-54,2023-08-04,ACTIVE,2025-11-18,0,clean
REC-0000273,CUS-0000273,WEI KOWALSKI,INDIVIDUAL,1944-01-04,MX,,MX-24,2013-02-25,ACTIVE,2026-01-06,0,missing_supporting
REC-0000274,CUS-0000274,,INDIVIDUAL,1961-11-18,AT,HV00002733,AT-76,2009-09-08,CLOSED,2026-04-10,0,null_name_inactive
REC-0000275,CUS-0000275,ELENA ROSSI,INDIVIDUAL,1976-05-03,BR,HV00002740,BR-90,2016-05-13,ACTIVE,2025-11-21,0,clean
REC-0000276,CUS-0000276,DIEGO GARCIA,INDIVIDUAL,1980-05-01,PT,HV00002757,PT-85,2019-10-10,ACTIVE,2026-06-28,0,clean
REC-0000277,CUS-0000277,YUSUF HASSAN,INDIVIDUAL,1945-08-12,AE,HV00002764,AE-83,2012-03-30,ACTIVE,2025-09-29,0,clean
REC-0000278,CUS-0000278,KENJI TANAKA,INDIVIDUAL,1963-07-15,NL,HV00002771,NL-95,2010-06-03,DORMANT,2025-10-03,0,clean
REC-0000279,CUS-0000279,IRONWOOD FOODS SA,INDIVIDUAL,1985.06.01,NL,HV00002788,NL-85,2019-05-23,ACTIVE,2026-01-01,1,malformed_dob
REC-0000280,CUS-0000280,SOFIA HASSAN,INDIVIDUAL,1966-09-07,SG,HV00002795,SG-88,2024-04-02,ACTIVE,2026-04-23,0,clean
REC-0000281,CUS-0000281,AISHA IVANOV,INDIVIDUAL,1973-06-28,JP,HV00002808,JP-98,2012-11-06,ACTIVE,2025-12-14,0,clean
REC-0000282,CUS-0000282,HUSSEIN FERREIRA,INDIVIDUAL,1956-08-30,CA,HV00002815,CA-72,2018-11-22,ACTIVE,2026-04-03,0,clean
REC-0000283,CUS-0000283,CARLOS IVANOV,INDIVIDUAL,1968-03-22,IN,HV00002822,IN-67,2012-06-24,ACTIVE,2025-12-29,0,clean
REC-0000284,CUS-0000284,CRESTLINE AGRO EXPORTS PTE,ENTITY,,IN,HV00002839,IN-74,2009-01-23,ACTIVE,2025-12-03,0,clean
REC-0000285,CUS-0000285,TARIQ LINDQVIST,INDIVIDUAL,1983-11-04,BR,HV00002846,BR-31,2021-12-05,ACTIVE,2026-06-15,0,clean
REC-0000286,CUS-0000286,MARIA HANSSON,INDIVIDUAL,1960-03-03,JP,HV00002853,JP-78,2012-07-20,ACTIVE,2025-11-08,0,clean
REC-0000287,CUS-0000287,AMARA JOHANSSON,INDIVIDUAL,1985-10-29,BE,HV00002860,BE-24,2023-03-07,ACTIVE,2026-02-13,0,clean
REC-0000288,CUS-0000288,NADIA KHAN,INDIVIDUAL,1943-09-25,DK,HV00002877,DK-66,2014-03-25,ACTIVE,2025-11-25,0,clean
REC-0000289,CUS-0000289,YUSUF NAKAMURA,INDIVIDUAL,1966-09-16,DK,HV00002884,DK-14,2020-08-29,ACTIVE,2026-01-03,1,exact_dup
REC-0000290,CUS-0000290,YUSUF NAKAMURA,INDIVIDUAL,1966-09-16,DK,HV00002884,DK-14,2020-08-29,ACTIVE,2026-01-03,1,exact_dup
REC-0000291,CUS-0000291,HARBORVIEW FREIGHT LLC,ENTITY,,DE,HV00002891,DE-85,2015-11-06,ACTIVE,2025-11-23,0,clean
REC-0000292,CUS-0000292,MOHAMMED KHAN,INDIVIDUAL,1958-07-26,CA,HV00002904,CA-17,2023-08-09,ACTIVE,2025-10-01,0,clean
REC-0000293,CUS-0000293,FRANÇOIS ØSTERGAARD,INDIVIDUAL,1966-04-03,SE,HV00002911,SE-47,2009-10-11,ACTIVE,2025-10-10,0,clean_edge
REC-0000294,CUS-0000294,ATLANTIC COMMODITIES LLC,ENTITY,,AU,HV00002928,AU-28,2025-06-12,ACTIVE,2026-02-24,0,clean
REC-0000295,CUS-0000295,AMARA AL-RASHID,INDIVIDUAL,1991-10-21,KR,HV00002935,KR-90,2014-10-23,ACTIVE,2025-11-30,1,exact_dup
REC-0000296,CUS-0000296,AMARA AL-RASHID,INDIVIDUAL,1991-10-21,KR,HV00002935,KR-90,2014-10-23,ACTIVE,2025-11-30,1,exact_dup
REC-0000297,CUS-0000297,HANNAH BERGSTROM,INDIVIDUAL,1948-05-08,DE,HV00002942,DE-61,2020-03-18,ACTIVE,2026-02-08,0,clean
REC-0000298,CUS-0000298,KENJI MORETTI,INDIVIDUAL,1969-05-12,NZ,HV00002959,NZ-84,2014-04-12,ACTIVE,2026-05-14,0,clean
REC-0000299,CUS-0000299,SOFIA HASSAN,INDIVIDUAL,1972-02-20,MX,HV00002966,MX-18,2020-03-28,DORMANT,2025-12-09,0,clean
REC-0000300,CUS-0000300,MOHAMMED MORETTI,INDIVIDUAL,1964-02-03,BR,HV00002973,BR-51,2024-07-02,DORMANT,2026-01-09,0,clean
REC-0000301,CUS-0000301,LENA MORETTI,INDIVIDUAL,1970-11-02,CA,HV00002980,CA-97,2018-09-12,ACTIVE,2026-06-07,0,clean
REC-0000302,CUS-0000302,KENJI OKONKWO,INDIVIDUAL,1951-02-23,AT,HV00002997,AT-30,2024-10-07,ACTIVE,2026-06-30,0,clean
REC-0000303,CUS-0000303,ATLANTIC CONSULTING LLC,ENTITY,,BR,HV00003005,BR-45,2010-07-16,ACTIVE,2025-12-28,0,clean
REC-0000304,CUS-0000304,,INDIVIDUAL,1954-11-06,ES,HV00003012,ES-16,2020-11-26,CLOSED,2026-01-25,0,null_name_inactive
REC-0000305,CUS-0000305,INGRID YAMAMOTO,INDIVIDUAL,1948-03-07,BE,HV00003029,BE-22,2011-04-03,ACTIVE,2024-12-18,0,stale_refresh
REC-0000306,CUS-0000306,SOFIA LINDQVIST,INDIVIDUAL,1940-10-31,XX,HV00003036,PL-26,2017-08-26,ACTIVE,2026-04-30,1,country_drift
REC-0000307,CUS-0000307,WEI VARGAS,INDIVIDUAL,1949-03-10,JP,HV00003043,JP-23,2014-08-05,ACTIVE,2026-01-28,0,clean
REC-0000308,CUS-0000308,YUSUF COSTA,INDIVIDUAL,1951-12-11,BE,HV00003050,BE-92,2024-03-30,CLOSED,2026-04-18,0,clean
REC-0000309,CUS-0000309,CHLOE YAMAMOTO,INDIVIDUAL,2000-02-29,NO,HV00003067,NO-66,2006-03-11,ACTIVE,2026-03-13,0,clean_edge
REC-0000310,CUS-0000310,MOHAMMED MULLER,INDIVIDUAL,1949-01-05,MX,HV00003074,MX-27,2025-04-15,ACTIVE,2025-12-16,0,clean
REC-0000311,CUS-0000311,HANNAH AL-RASHID,INDIVIDUAL,1962-03-25,BR,HV00003081,BR-45,2013-01-20,ACTIVE,2026-02-23,0,clean
REC-0000312,CUS-0000312,CHLOE KOWALSKI,INDIVIDUAL,2001-12-11,IE,HV00003098,IE-13,2022-03-05,DORMANT,2026-01-27,0,clean
REC-0000313,CUS-0000313,MOHAMMED VARGAS,INDIVIDUAL,1975-02-22,IE,HV00003101,IE-47,2017-06-06,ACTIVE,2025-07-05,0,clean_edge
REC-0000314,CUS-0000314,OMAR PETROV,INDIVIDUAL,1946-05-15,JP,HV00003118,JP-77,2017-03-16,DORMANT,2026-06-24,0,clean
REC-0000315,CUS-0000315,ATLANTIC AGRO EXPORTS PTE,ENTITY,,LU,HV00003125,LU-63,2013-02-05,ACTIVE,2026-04-03,0,clean
REC-0000316,CUS-0000316,JAMES DUBOIS,INDIVIDUAL,1946-01-21,BE,HV00003132,BE-11,2007-08-21,ACTIVE,2026-06-10,0,clean
REC-0000317,CUS-0000317,LAKESHORE CONSULTING BV,ENTITY,,AT,HV00003149,AT-74,2014-12-05,ACTIVE,2025-11-26,0,clean
REC-0000318,CUS-0000318,NADIA JOHANSSON,INDIVIDUAL,1995-04-08,DE,HV00003156,DE-29,2020-05-14,ACTIVE,2026-01-23,0,clean
REC-0000319,CUS-0000319,HANNAH AL-RASHID,INDIVIDUAL,1988-02-14,LU,HV00003163,LU-51,2010-07-23,ACTIVE,2026-05-28,0,clean
REC-0000320,CUS-0000320,LENA NAKAMURA,INDIVIDUAL,1945-03-12,BR,HV00003170,FR-68,2022-05-16,ACTIVE,2025-11-20,0,prefix_country_mismatch
REC-0000321,CUS-0000321,SOFIA VARGAS,INDIVIDUAL,1999-01-14,GB,HV00003187,GB-32,2012-12-08,ACTIVE,2026-04-21,0,clean
REC-0000322,CUS-0000322,DAVID KARIMI,INDIVIDUAL,1986-05-27,SG,HV00003194,SG-43,2017-02-18,ACTIVE,2023-11-23,0,stale_refresh
REC-0000323,CUS-0000323,DIEGO OKONKWO,INDIVIDUAL,1970-01-20,FR,HV00003207,FR-64,2023-04-21,ACTIVE,2023-12-05,0,stale_refresh
REC-0000324,CUS-0000324,WEI MORETTI,INDIVIDUAL,1980-11-01,NO,HV00003214,NO-75,2020-01-28,ACTIVE,2025-10-18,0,clean
REC-0000325,CUS-0000325,ATLANTIC CONSULTING LTD,ENTITY,,SG,HV00003221,SG-83,2014-04-01,ACTIVE,2026-05-02,0,clean
REC-0000326,CUS-0000326,MARIA COSTA,INDIVIDUAL,07/04/1985,ZA,HV00003238,ZA-41,2006-01-22,ACTIVE,2025-12-26,1,malformed_dob
REC-0000327,CUS-0000327,MERIDIAN MEDIA BV,ENTITY,,SG,HV00003245,SG-93,2025-03-26,ACTIVE,2026-01-17,0,clean
REC-0000328,CUS-0000328,FATIMA HANSSON,INDIVIDUAL,1946-12-27,LU,HV00003252,LU-83,2022-02-26,ACTIVE,2025-10-16,0,clean
REC-0000329,CUS-0000329,ELENA ROSSI,INDIVIDUAL,1986-04-09,ZZ,HV00003269,FI-46,2010-01-09,CLOSED,2026-05-26,1,country_drift
REC-0000330,CUS-0000330,WEI JOHANSSON,INDIVIDUAL,19851207,CH,HV00003276,CH-11,2013-05-05,ACTIVE,2026-02-01,1,malformed_dob
REC-0000331,CUS-0000331,ELENA LINDQVIST,INDIVIDUAL,1973-01-14,PT,HV00003283,PT-85,2019-12-20,CLOSED,2026-03-22,0,clean
REC-0000332,CUS-0000332,HANNAH NAKAMURA,INDIVIDUAL,1953-07-04,SE,HV00003290,SE-10,2023-01-21,CLOSED,2026-06-18,0,clean
