hit_id,subject_id,article_name,category,role,age_days,art_country,art_dob,art_passport,source_reliability,label,fp_category
AMHIT-0000227,SUBJ-000007,SVEN MORADZE,litigation_civil,perpetrator,3262,,,,1.0,0,stale_immaterial
AMHIT-0000228,SUBJ-000084,PRIYA BURMANN,non_adverse,mentioned,249,,,,1.0,0,not_adverse
AMHIT-0000229,SUBJ-000022,TARIQ KREKOVSKY,non_adverse,mentioned,240,,,,1.0,0,not_adverse
AMHIT-0000230,SUBJ-000045,RACHEL VOLADZE,non_adverse,mentioned,351,,,,1.0,0,not_adverse
AMHIT-0000231,SUBJ-000082,DMITRI MORMANN,negative_general,perpetrator,3449,,,,1.0,0,stale_immaterial
AMHIT-0000232,SUBJ-000088,JOHN SMITH,corruption_bribery,perpetrator,135,,,,1.0,0,common_name_ambiguous
AMHIT-0000233,SUBJ-000052,LI WANG,fraud,perpetrator,373,,,,1.0,0,common_name_ambiguous
AMHIT-0000234,SUBJ-000044,TARIQ DRAVSSON,non_adverse,mentioned,291,,,,1.0,0,not_adverse
AMHIT-0000235,SUBJ-000035,MARIA GARCIA,negative_general,perpetrator,2449,,,,1.0,0,stale_immaterial
AMHIT-0000236,SUBJ-000114,INGRID SEVMANN,non_adverse,mentioned,207,,,,1.0,0,not_adverse
AMHIT-0000237,SUBJ-000028,MARIA GARCIA,corruption_bribery,perpetrator,41,,,,1.0,0,common_name_ambiguous
AMHIT-0000238,SUBJ-000044,TARIQ DRAVSSON,negative_general,perpetrator,3543,,,,1.0,0,stale_immaterial
AMHIT-0000239,SUBJ-000025,DAVID JONES,non_adverse,mentioned,280,,,,1.0,0,not_adverse
AMHIT-0000240,SUBJ-000034,RACHEL DRAVSTEIN,fraud,victim,325,,,,1.0,0,low_role
AMHIT-0000241,SUBJ-000006,KWAME SEVSTEIN,sanctions_evasion,perpetrator,251,,1990-04-02,,1.0,0,wrong_entity
AMHIT-0000242,SUBJ-000060,INGRID KREKOVSKY,non_adverse,mentioned,56,,,,1.0,0,not_adverse
AMHIT-0000243,SUBJ-000070,KWAME KREOPOULOS,fraud,perpetrator,436,,1991-08-16,,1.0,0,wrong_entity
AMHIT-0000244,SUBJ-000036,PRIYA ZARENKO,negative_general,perpetrator,2784,,,,1.0,0,stale_immaterial
AMHIT-0000245,SUBJ-000103,MOHAMMED ALI,sanctions_evasion,perpetrator,138,,,,1.0,0,common_name_ambiguous
AMHIT-0000246,SUBJ-000119,TARIQ MORADZE,litigation_civil,perpetrator,2558,,,,1.0,0,stale_immaterial
AMHIT-0000247,SUBJ-000011,MOHAMMED ALI,organized_crime,perpetrator,423,,,,1.0,0,common_name_ambiguous
AMHIT-0000248,SUBJ-000052,LI WANG,money_laundering,perpetrator,24,,,,1.0,0,common_name_ambiguous
AMHIT-0000249,SUBJ-000118,DMITRI KREOGLU,corruption_bribery,mentioned,242,,,,1.0,0,low_role
AMHIT-0000250,SUBJ-000063,ANNA MULLER,non_adverse,mentioned,73,,,,1.0,0,not_adverse
AMHIT-0000251,SUBJ-000024,JOSE GONZALEZ,non_adverse,mentioned,62,,,,1.0,0,not_adverse
AMHIT-0000252,SUBJ-000082,DMITRI MORMANN,negative_general,perpetrator,3671,,,,1.0,0,stale_immaterial
AMHIT-0000253,SUBJ-000101,DMITRI SEVADZE,negative_general,perpetrator,3362,,,,1.0,0,stale_immaterial
AMHIT-0000254,SUBJ-000078,LI WANG,organized_crime,perpetrator,457,,1982-06-03,,1.0,0,wrong_entity
AMHIT-0000255,SUBJ-000017,LI WANG,organized_crime,perpetrator,351,,1965-01-09,,1.0,0,wrong_entity
AMHIT-0000256,SUBJ-000034,RACHEL DRAVSTEIN,non_adverse,mentioned,173,,,,1.0,0,not_adverse
AMHIT-0000257,SUBJ-000001,RACHEL MORMANN,negative_general,perpetrator,3538,,,,1.0,0,stale_immaterial
AMHIT-0000258,SUBJ-000085,PRIYA MORKOVSKY,money_laundering,perpetrator,496,,1969-03-13,,1.0,0,wrong_entity
AMHIT-0000259,SUBJ-000110,LI WANG,corruption_bribery,perpetrator,373,,,,1.0,0,common_name_ambiguous
AMHIT-0000260,SUBJ-000063,ANNA MULLER,sanctions_evasion,perpetrator,133,,,,1.0,0,common_name_ambiguous
AMHIT-0000261,SUBJ-000019,JOHN SMITH,organized_crime,perpetrator,785,,1988-06-14,,1.0,0,wrong_entity
AMHIT-0000262,SUBJ-000087,JOSE GONZALEZ,fraud,perpetrator,410,,,,1.0,0,common_name_ambiguous
AMHIT-0000263,SUBJ-000111,LI WANG,litigation_civil,perpetrator,3276,,,,1.0,0,stale_immaterial
AMHIT-0000264,SUBJ-000009,OLUWASEUN BURSSON,litigation_civil,perpetrator,2326,,,,1.0,0,stale_immaterial
AMHIT-0000265,SUBJ-000090,LI WANG,sanctions_evasion,perpetrator,96,,,,1.0,0,common_name_ambiguous
AMHIT-0000266,SUBJ-000024,JOSE GONZALEZ,fraud,perpetrator,387,,,,1.0,0,common_name_ambiguous
AMHIT-0000267,SUBJ-000065,MOHAMMED ALI,organized_crime,perpetrator,76,,1979-03-17,,1.0,0,wrong_entity
AMHIT-0000268,SUBJ-000071,SVEN VOLADZE,organized_crime,mentioned,380,,,,1.0,0,low_role
AMHIT-0000269,SUBJ-000032,RACHEL ZARMANN,fraud,perpetrator,549,,,,1.0,1,
AMHIT-0000270,SUBJ-000044,TARIQ DRAVSSON,fraud,perpetrator,541,,,,1.0,1,
AMHIT-0000271,SUBJ-000036,PRIYA ZARENKO,non_adverse,mentioned,214,,,,1.0,0,not_adverse
AMHIT-0000272,SUBJ-000082,DMITRI MORMANN,organized_crime,perpetrator,403,,1974-08-28,,1.0,0,wrong_entity
AMHIT-0000273,SUBJ-000010,RACHEL MORENKO,non_adverse,mentioned,354,,,,1.0,0,not_adverse
AMHIT-0000274,SUBJ-000103,MOHAMMED ALI,corruption_bribery,perpetrator,80,,,,1.0,0,common_name_ambiguous
AMHIT-0000275,SUBJ-000067,DAVID JONES,non_adverse,mentioned,70,,,,1.0,0,not_adverse
AMHIT-0000276,SUBJ-000000,DMITRI TASHADZE,money_laundering,perpetrator,325,,1979-11-24,,1.0,0,wrong_entity
AMHIT-0000277,SUBJ-000105,MOHAMMED ALI,non_adverse,mentioned,122,,,,1.0,0,not_adverse
AMHIT-0000278,SUBJ-000035,MARIA GARCIA,non_adverse,mentioned,101,,,,1.0,0,not_adverse
AMHIT-0000279,SUBJ-000014,MOHAMMED ALI,litigation_civil,perpetrator,3857,,,,1.0,0,stale_immaterial
AMHIT-0000280,SUBJ-000119,TARIQ MORADZE,money_laundering,victim,115,,,,1.0,0,low_role
AMHIT-0000281,SUBJ-000057,WEI CHEN,sanctions_evasion,victim,135,,,,1.0,0,low_role
AMHIT-0000282,SUBJ-000029,LI WANG,non_adverse,mentioned,281,,,,1.0,0,not_adverse
AMHIT-0000283,SUBJ-000025,DAVID JONES,sanctions_evasion,perpetrator,168,,,,1.0,0,common_name_ambiguous
AMHIT-0000284,SUBJ-000054,WEI CHEN,sanctions_evasion,perpetrator,326,,,,1.0,0,common_name_ambiguous
AMHIT-0000285,SUBJ-000053,MARIA GARCIA,fraud,perpetrator,358,,,,1.0,0,common_name_ambiguous
AMHIT-0000286,SUBJ-000035,MARIA GARCIA,non_adverse,mentioned,36,,,,1.0,0,not_adverse
AMHIT-0000287,SUBJ-000094,RACHEL MORKOVSKY,fraud,mentioned,294,,,,1.0,0,low_role
AMHIT-0000288,SUBJ-000105,MOHAMMED ALI,organized_crime,perpetrator,422,,,,1.0,0,common_name_ambiguous
AMHIT-0000289,SUBJ-000052,LI WANG,litigation_civil,perpetrator,2814,,,,1.0,0,stale_immaterial
AMHIT-0000290,SUBJ-000060,INGRID KREKOVSKY,litigation_civil,perpetrator,3939,,,,1.0,0,stale_immaterial
AMHIT-0000291,SUBJ-000075,MOHAMMED ALI,money_laundering,perpetrator,307,,,,1.0,0,common_name_ambiguous
AMHIT-0000292,SUBJ-000067,DAVID JONES,non_adverse,mentioned,73,,,,1.0,0,not_adverse
AMHIT-0000293,SUBJ-000042,MARIA GARCIA,money_laundering,perpetrator,480,,1973-02-18,,1.0,0,wrong_entity
AMHIT-0000294,SUBJ-000034,RACHEL DRAVSTEIN,organized_crime,perpetrator,709,,1988-10-02,,1.0,0,wrong_entity
AMHIT-0000295,SUBJ-000097,TARIQ MOROPOULOS,sanctions_evasion,perpetrator,761,,1992-09-07,,1.0,0,wrong_entity
AMHIT-0000296,SUBJ-000053,MARIA GARCIA,money_laundering,perpetrator,128,,,,1.0,0,common_name_ambiguous
AMHIT-0000297,SUBJ-000112,JOHN SMITH,organized_crime,perpetrator,488,,,,1.0,0,common_name_ambiguous
AMHIT-0000298,SUBJ-000026,KWAME VOLADZE,organized_crime,victim,292,,,,1.0,0,low_role
AMHIT-0000299,SUBJ-000059,KWAME KREADZE,sanctions_evasion,perpetrator,684,,1972-05-09,,1.0,0,wrong_entity
AMHIT-0000300,SUBJ-000019,JOHN SMITH,organized_crime,perpetrator,409,,,,1.0,0,common_name_ambiguous
AMHIT-0000301,SUBJ-000054,WEI CHEN,organized_crime,perpetrator,43,,,,1.0,0,common_name_ambiguous
AMHIT-0000302,SUBJ-000018,RACHEL SEVOGLU,money_laundering,perpetrator,287,,1985-10-19,,1.0,0,wrong_entity
AMHIT-0000303,SUBJ-000025,DAVID JONES,corruption_bribery,perpetrator,255,,1974-10-27,,1.0,0,wrong_entity
AMHIT-0000304,SUBJ-000087,JOSE GONZALEZ,corruption_bribery,mentioned,400,,,,1.0,0,low_role
AMHIT-0000305,SUBJ-000112,JOHN SMITH,organized_crime,perpetrator,255,,,,1.0,0,common_name_ambiguous
AMHIT-0000306,SUBJ-000021,DMITRI MORSSON,litigation_civil,perpetrator,3675,,,,1.0,0,stale_immaterial
AMHIT-0000307,SUBJ-000113,MOHAMMED ALI,sanctions_evasion,perpetrator,677,,1953-09-02,,1.0,0,wrong_entity
AMHIT-0000308,SUBJ-000104,SVEN QOMSSON,money_laundering,perpetrator,26,,1976-03-27,,1.0,0,wrong_entity
AMHIT-0000309,SUBJ-000019,JOHN SMITH,money_laundering,perpetrator,243,,1982-08-12,,1.0,0,wrong_entity
AMHIT-0000310,SUBJ-000119,TARIQ MORADZE,sanctions_evasion,mentioned,347,,,,1.0,0,low_role
AMHIT-0000311,SUBJ-000070,KWAME KREOPOULOS,organized_crime,perpetrator,32,,1951-09-24,,1.0,0,wrong_entity
AMHIT-0000312,SUBJ-000080,WEI CHEN,organized_crime,perpetrator,432,,,,1.0,0,common_name_ambiguous
AMHIT-0000313,SUBJ-000117,JOHN SMITH,money_laundering,perpetrator,556,,1959-04-07,,1.0,0,wrong_entity
AMHIT-0000314,SUBJ-000045,RACHEL VOLADZE,corruption_bribery,perpetrator,426,,1955-06-13,,1.0,0,wrong_entity
AMHIT-0000315,SUBJ-000089,DMITRI ZARADZE,fraud,perpetrator,327,,1993-02-21,,1.0,0,wrong_entity
AMHIT-0000316,SUBJ-000004,PRIYA BUROGLU,money_laundering,mentioned,204,,,,1.0,0,low_role
AMHIT-0000317,SUBJ-000081,LI WANG,non_adverse,mentioned,9,,,,1.0,0,not_adverse
AMHIT-0000318,SUBJ-000108,WEI CHEN,organized_crime,perpetrator,680,,1971-10-28,,1.0,0,wrong_entity
AMHIT-0000319,SUBJ-000011,MOHAMMED ALI,fraud,perpetrator,128,,,,1.0,0,common_name_ambiguous
AMHIT-0000320,SUBJ-000072,MOHAMMED ALI,negative_general,perpetrator,2755,,,,1.0,0,stale_immaterial
AMHIT-0000321,SUBJ-000009,OLUWASEUN BURSSON,tax_evasion,perpetrator,767,,,,1.0,1,
AMHIT-0000322,SUBJ-000026,KWAME VOLADZE,non_adverse,mentioned,305,,,,1.0,0,not_adverse
AMHIT-0000323,SUBJ-000065,MOHAMMED ALI,money_laundering,perpetrator,173,,,,1.0,0,common_name_ambiguous
AMHIT-0000324,SUBJ-000106,OLUWASEUN KREADZE,organized_crime,perpetrator,713,,1984-06-13,,1.0,0,wrong_entity
AMHIT-0000325,SUBJ-000088,JOHN SMITH,money_laundering,perpetrator,532,,1972-01-04,,1.0,0,wrong_entity
AMHIT-0000326,SUBJ-000095,ANNA MULLER,sanctions_evasion,perpetrator,324,,,,1.0,0,common_name_ambiguous
AMHIT-0000327,SUBJ-000003,PRIYA KREOPOULOS,negative_general,perpetrator,3804,,,,1.0,0,stale_immaterial
AMHIT-0000328,SUBJ-000045,RACHEL VOLADZE,non_adverse,mentioned,288,,,,1.0,0,not_adverse
AMHIT-0000329,SUBJ-000087,JOSE GONZALEZ,non_adverse,mentioned,304,,,,1.0,0,not_adverse
AMHIT-0000330,SUBJ-000079,ANNA MULLER,corruption_bribery,perpetrator,272,,1995-02-03,,1.0,0,wrong_entity
AMHIT-0000331,SUBJ-000100,DAVID JONES,non_adverse,mentioned,329,,,,1.0,0,not_adverse
AMHIT-0000332,SUBJ-000046,INGRID BUROGLU,non_adverse,mentioned,59,,,,1.0,0,not_adverse
AMHIT-0000333,SUBJ-000063,ANNA MULLER,corruption_bribery,perpetrator,72,,,,1.0,0,common_name_ambiguous
AMHIT-0000334,SUBJ-000057,WEI CHEN,sanctions_evasion,perpetrator,588,,1982-07-04,,1.0,0,wrong_entity
AMHIT-0000335,SUBJ-000045,RACHEL VOLADZE,sanctions_evasion,perpetrator,326,SG,,,1.0,1,
AMHIT-0000336,SUBJ-000052,LI WANG,organized_crime,perpetrator,218,,,,1.0,0,common_name_ambiguous
AMHIT-0000337,SUBJ-000071,SVEN VOLADZE,litigation_civil,perpetrator,3371,,,,1.0,0,stale_immaterial
AMHIT-0000338,SUBJ-000021,DMITRI MORSSON,litigation_civil,perpetrator,2750,,,,1.0,0,stale_immaterial
AMHIT-0000339,SUBJ-000008,RACHEL KRESTEIN,non_adverse,mentioned,90,,,,1.0,0,not_adverse
AMHIT-0000340,SUBJ-000061,TARIQ BURMANN,non_adverse,mentioned,44,,,,1.0,0,not_adverse
AMHIT-0000341,SUBJ-000100,DAVID JONES,organized_crime,perpetrator,324,,,,1.0,0,common_name_ambiguous
AMHIT-0000342,SUBJ-000017,LI WANG,non_adverse,mentioned,160,,,,1.0,0,not_adverse
AMHIT-0000343,SUBJ-000050,KWAME TASHKOVSKY,sanctions_evasion,perpetrator,214,GB,,,1.0,1,
AMHIT-0000344,SUBJ-000042,MARIA GARCIA,non_adverse,mentioned,225,,,,1.0,0,not_adverse
AMHIT-0000345,SUBJ-000025,DAVID JONES,corruption_bribery,perpetrator,184,,,,1.0,0,common_name_ambiguous
AMHIT-0000346,SUBJ-000061,TARIQ BURMANN,negative_general,perpetrator,2563,,,,1.0,0,stale_immaterial
AMHIT-0000347,SUBJ-000112,JOHN SMITH,organized_crime,perpetrator,314,,,,1.0,0,common_name_ambiguous
AMHIT-0000348,SUBJ-000035,MARIA GARCIA,non_adverse,mentioned,206,,,,1.0,0,not_adverse
AMHIT-0000349,SUBJ-000092,DAVID JONES,sanctions_evasion,perpetrator,112,,,,1.0,0,common_name_ambiguous
AMHIT-0000350,SUBJ-000093,INGRID VOLADZE,organized_crime,victim,234,,,,1.0,0,low_role
AMHIT-0000351,SUBJ-000117,JOHN SMITH,organized_crime,perpetrator,364,,,,1.0,0,common_name_ambiguous
AMHIT-0000352,SUBJ-000030,KWAME KREOPOULOS,corruption_bribery,victim,376,,,,1.0,0,low_role
AMHIT-0000353,SUBJ-000057,WEI CHEN,non_adverse,mentioned,311,,,,1.0,0,not_adverse
AMHIT-0000354,SUBJ-000064,MOHAMMED ALI,non_adverse,mentioned,359,,,,1.0,0,not_adverse
AMHIT-0000355,SUBJ-000046,INGRID BUROGLU,sanctions_evasion,perpetrator,628,,1990-02-04,,1.0,0,wrong_entity
AMHIT-0000356,SUBJ-000045,RACHEL VOLADZE,fraud,victim,298,,,,1.0,0,low_role
AMHIT-0000357,SUBJ-000051,JOHN SMITH,corruption_bribery,mentioned,64,,,,1.0,0,low_role
AMHIT-0000358,SUBJ-000033,LI WANG,sanctions_evasion,perpetrator,305,DE,1977-03-09,,1.0,1,
AMHIT-0000359,SUBJ-000057,WEI CHEN,corruption_bribery,mentioned,247,,,,1.0,0,low_role
AMHIT-0000360,SUBJ-000064,MOHAMMED ALI,fraud,mentioned,22,,,,1.0,0,low_role
AMHIT-0000361,SUBJ-000117,JOHN SMITH,money_laundering,perpetrator,138,,1959-06-10,,1.0,0,wrong_entity
AMHIT-0000362,SUBJ-000066,SVEN VOLOGLU,negative_general,perpetrator,2913,,,,1.0,0,stale_immaterial
AMHIT-0000363,SUBJ-000089,DMITRI ZARADZE,non_adverse,mentioned,236,,,,1.0,0,not_adverse
AMHIT-0000364,SUBJ-000103,MOHAMMED ALI,non_adverse,mentioned,368,,,,1.0,0,not_adverse
AMHIT-0000365,SUBJ-000019,JOHN SMITH,fraud,perpetrator,496,,,,1.0,0,common_name_ambiguous
AMHIT-0000366,SUBJ-000022,TARIQ KREKOVSKY,sanctions_evasion,perpetrator,183,,1971-09-14,,1.0,0,wrong_entity
AMHIT-0000367,SUBJ-000051,JOHN SMITH,fraud,perpetrator,210,,1990-11-14,,1.0,0,wrong_entity
AMHIT-0000368,SUBJ-000113,MOHAMMED ALI,litigation_civil,perpetrator,3120,,,,1.0,0,stale_immaterial
AMHIT-0000369,SUBJ-000090,LI WANG,non_adverse,mentioned,114,,,,1.0,0,not_adverse
AMHIT-0000370,SUBJ-000103,MOHAMMED ALI,litigation_civil,perpetrator,3382,,,,1.0,0,stale_immaterial
AMHIT-0000371,SUBJ-000063,ANNA MULLER,corruption_bribery,perpetrator,120,,,,1.0,0,common_name_ambiguous
AMHIT-0000372,SUBJ-000110,LI WANG,organized_crime,perpetrator,560,,1990-06-20,,1.0,0,wrong_entity
AMHIT-0000373,SUBJ-000014,MOHAMMED ALI,non_adverse,mentioned,183,,,,1.0,0,not_adverse
AMHIT-0000374,SUBJ-000022,TARIQ KREKOVSKY,non_adverse,mentioned,349,,,,1.0,0,not_adverse
AMHIT-0000375,SUBJ-000078,LI WANG,sanctions_evasion,perpetrator,106,,1993-03-11,,1.0,0,wrong_entity
AMHIT-0000376,SUBJ-000023,RACHEL SEVENKO,non_adverse,mentioned,196,,,,1.0,0,not_adverse
AMHIT-0000377,SUBJ-000053,MARIA GARCIA,non_adverse,mentioned,310,,,,1.0,0,not_adverse
AMHIT-0000378,SUBJ-000023,RACHEL SEVENKO,non_adverse,mentioned,254,,,,1.0,0,not_adverse
AMHIT-0000379,SUBJ-000082,DMITRI MORMANN,litigation_civil,perpetrator,3336,,,,1.0,0,stale_immaterial
AMHIT-0000380,SUBJ-000023,RACHEL SEVENKO,corruption_bribery,perpetrator,481,,1989-01-28,,1.0,0,wrong_entity
AMHIT-0000381,SUBJ-000017,LI WANG,fraud,perpetrator,413,,1985-09-21,,1.0,0,wrong_entity
AMHIT-0000382,SUBJ-000053,MARIA GARCIA,negative_general,perpetrator,3200,,,,1.0,0,stale_immaterial
AMHIT-0000383,SUBJ-000101,DMITRI SEVADZE,fraud,mentioned,26,,,,1.0,0,low_role
AMHIT-0000384,SUBJ-000021,DMITRI MORSSON,non_adverse,mentioned,239,,,,1.0,0,not_adverse
AMHIT-0000385,SUBJ-000063,ANNA MULLER,litigation_civil,perpetrator,3372,,,,1.0,0,stale_immaterial
AMHIT-0000386,SUBJ-000105,MOHAMMED ALI,negative_general,perpetrator,3310,,,,1.0,0,stale_immaterial
AMHIT-0000387,SUBJ-000092,DAVID JONES,organized_crime,perpetrator,579,,1963-07-04,,1.0,0,wrong_entity
AMHIT-0000388,SUBJ-000031,SVEN QOMMANN,corruption_bribery,victim,240,,,,1.0,0,low_role
AMHIT-0000389,SUBJ-000072,MOHAMMED ALI,money_laundering,perpetrator,417,,,,1.0,0,common_name_ambiguous
AMHIT-0000390,SUBJ-000094,RACHEL MORKOVSKY,sanctions_evasion,perpetrator,725,,1972-12-20,,1.0,0,wrong_entity
AMHIT-0000391,SUBJ-000017,LI WANG,fraud,perpetrator,231,,1953-10-12,,1.0,0,wrong_entity
AMHIT-0000392,SUBJ-000021,DMITRI MORSSON,corruption_bribery,mentioned,158,,,,1.0,0,low_role
AMHIT-0000393,SUBJ-000108,WEI CHEN,money_laundering,perpetrator,89,,,,1.0,0,common_name_ambiguous
AMHIT-0000394,SUBJ-000117,JOHN SMITH,litigation_civil,perpetrator,2767,,,,1.0,0,stale_immaterial
AMHIT-0000395,SUBJ-000110,LI WANG,fraud,perpetrator,275,,1959-12-11,,1.0,0,wrong_entity
AMHIT-0000396,SUBJ-000086,OLUWASEUN ZAROGLU,negative_general,perpetrator,3202,,,,1.0,0,stale_immaterial
AMHIT-0000397,SUBJ-000080,WEI CHEN,organized_crime,mentioned,241,,,,1.0,0,low_role
AMHIT-0000398,SUBJ-000098,MOHAMMED ALI,litigation_civil,perpetrator,3025,,,,1.0,0,stale_immaterial
AMHIT-0000399,SUBJ-000119,TARIQ MORADZE,corruption_bribery,perpetrator,485,,1981-06-19,,1.0,0,wrong_entity
AMHIT-0000400,SUBJ-000099,PRIYA BURKOVSKY,regulatory_enforcement,alleged,1133,,,,1.0,1,
AMHIT-0000401,SUBJ-000050,KWAME TASHKOVSKY,litigation_civil,perpetrator,3079,,,,1.0,0,stale_immaterial
AMHIT-0000402,SUBJ-000041,INGRID QOMSTEIN,non_adverse,mentioned,150,,,,1.0,0,not_adverse
AMHIT-0000403,SUBJ-000072,MOHAMMED ALI,organized_crime,mentioned,359,,,,1.0,0,low_role
AMHIT-0000404,SUBJ-000080,WEI CHEN,organized_crime,perpetrator,36,,1957-03-15,,1.0,0,wrong_entity
AMHIT-0000405,SUBJ-000035,MARIA GARCIA,fraud,perpetrator,471,,,,1.0,0,common_name_ambiguous
AMHIT-0000406,SUBJ-000119,TARIQ MORADZE,corruption_bribery,perpetrator,115,,1991-06-09,,1.0,0,wrong_entity
AMHIT-0000407,SUBJ-000083,PRIYA SEVADZE,fraud,victim,212,,,,1.0,0,low_role
AMHIT-0000408,SUBJ-000096,SVEN DRAVENKO,litigation_civil,perpetrator,3079,,,,1.0,0,stale_immaterial
AMHIT-0000409,SUBJ-000000,DMITRI TASHADZE,litigation_civil,perpetrator,3176,,,,1.0,0,stale_immaterial
AMHIT-0000410,SUBJ-000066,SVEN VOLOGLU,organized_crime,victim,14,,,,1.0,0,low_role
AMHIT-0000411,SUBJ-000069,JOSE GONZALEZ,fraud,perpetrator,264,,,,1.0,0,common_name_ambiguous
AMHIT-0000412,SUBJ-000093,INGRID VOLADZE,non_adverse,mentioned,57,,,,1.0,0,not_adverse
AMHIT-0000413,SUBJ-000038,DAVID JONES,non_adverse,mentioned,75,,,,1.0,0,not_adverse
AMHIT-0000414,SUBJ-000025,DAVID JONES,fraud,perpetrator,55,,,,1.0,0,common_name_ambiguous
AMHIT-0000415,SUBJ-000083,PRIYA SEVADZE,fraud,perpetrator,470,,1972-12-07,,1.0,0,wrong_entity
AMHIT-0000416,SUBJ-000052,LI WANG,sanctions_evasion,perpetrator,723,,1978-04-03,,1.0,0,wrong_entity
AMHIT-0000417,SUBJ-000015,PRIYA BURADZE,sanctions_evasion,perpetrator,767,,1974-06-14,,1.0,0,wrong_entity
AMHIT-0000418,SUBJ-000035,MARIA GARCIA,money_laundering,perpetrator,274,,1985-10-20,,1.0,0,wrong_entity
AMHIT-0000419,SUBJ-000088,JOHN SMITH,money_laundering,perpetrator,694,,1969-04-17,,1.0,0,wrong_entity
AMHIT-0000420,SUBJ-000050,KWAME TASHKOVSKY,corruption_bribery,perpetrator,681,,1953-04-16,,1.0,0,wrong_entity
AMHIT-0000421,SUBJ-000081,LI WANG,sanctions_evasion,perpetrator,92,,1983-01-12,,1.0,0,wrong_entity
AMHIT-0000422,SUBJ-000110,LI WANG,sanctions_evasion,perpetrator,450,,1973-09-22,,1.0,0,wrong_entity
AMHIT-0000423,SUBJ-000098,MOHAMMED ALI,non_adverse,mentioned,42,,,,1.0,0,not_adverse
AMHIT-0000424,SUBJ-000008,RACHEL KRESTEIN,fraud,perpetrator,40,IN,,,1.0,1,
AMHIT-0000425,SUBJ-000080,WEI CHEN,corruption_bribery,perpetrator,341,,,,1.0,0,common_name_ambiguous
AMHIT-0000426,SUBJ-000054,WEI CHEN,negative_general,perpetrator,2368,,,,1.0,0,stale_immaterial
AMHIT-0000427,SUBJ-000019,JOHN SMITH,non_adverse,mentioned,147,,,,1.0,0,not_adverse
AMHIT-0000428,SUBJ-000117,JOHN SMITH,fraud,perpetrator,179,,1984-06-13,,1.0,0,wrong_entity
AMHIT-0000429,SUBJ-000083,PRIYA SEVADZE,litigation_civil,perpetrator,2835,,,,1.0,0,stale_immaterial
AMHIT-0000430,SUBJ-000108,WEI CHEN,litigation_civil,perpetrator,2318,,,,1.0,0,stale_immaterial
AMHIT-0000431,SUBJ-000075,MOHAMMED ALI,sanctions_evasion,perpetrator,331,,,,1.0,0,common_name_ambiguous
AMHIT-0000432,SUBJ-000084,PRIYA BURMANN,fraud,victim,16,,,,1.0,0,low_role
AMHIT-0000433,SUBJ-000020,TARIQ SEVADZE,negative_general,perpetrator,2910,,,,1.0,0,stale_immaterial
AMHIT-0000434,SUBJ-000092,DAVID JONES,negative_general,perpetrator,2541,,,,1.0,0,stale_immaterial
AMHIT-0000435,SUBJ-000111,LI WANG,negative_general,perpetrator,3701,,,,1.0,0,stale_immaterial
AMHIT-0000436,SUBJ-000003,PRIYA KREOPOULOS,negative_general,perpetrator,3852,,,,1.0,0,stale_immaterial
AMHIT-0000437,SUBJ-000033,LI WANG,non_adverse,mentioned,369,,,,1.0,0,not_adverse
AMHIT-0000438,SUBJ-000063,ANNA MULLER,organized_crime,mentioned,38,,,,1.0,0,low_role
AMHIT-0000439,SUBJ-000047,JOHN SMITH,fraud,mentioned,62,,,,1.0,0,low_role
AMHIT-0000440,SUBJ-000014,MOHAMMED ALI,fraud,victim,32,,,,1.0,0,low_role
AMHIT-0000441,SUBJ-000005,MARIA GARCIA,organized_crime,perpetrator,392,,1974-03-06,,1.0,0,wrong_entity
AMHIT-0000442,SUBJ-000110,LI WANG,organized_crime,perpetrator,134,,,,1.0,0,common_name_ambiguous
AMHIT-0000443,SUBJ-000092,DAVID JONES,non_adverse,mentioned,168,,,,1.0,0,not_adverse
AMHIT-0000444,SUBJ-000047,JOHN SMITH,money_laundering,perpetrator,534,,1993-01-06,,1.0,0,wrong_entity
AMHIT-0000445,SUBJ-000005,MARIA GARCIA,non_adverse,mentioned,210,,,,1.0,0,not_adverse
AMHIT-0000446,SUBJ-000036,PRIYA ZARENKO,non_adverse,mentioned,164,,,,1.0,0,not_adverse
AMHIT-0000447,SUBJ-000001,RACHEL MORMANN,corruption_bribery,victim,159,,,,1.0,0,low_role
AMHIT-0000448,SUBJ-000079,ANNA MULLER,non_adverse,mentioned,129,,,,1.0,0,not_adverse
AMHIT-0000449,SUBJ-000063,ANNA MULLER,fraud,victim,87,,,,1.0,0,low_role
AMHIT-0000450,SUBJ-000052,LI WANG,sanctions_evasion,perpetrator,197,SG,1995-07-18,,1.0,1,
AMHIT-0000451,SUBJ-000001,RACHEL MORMANN,negative_general,perpetrator,2202,,,,1.0,0,stale_immaterial
AMHIT-0000452,SUBJ-000094,RACHEL MORKOVSKY,non_adverse,mentioned,377,,,,1.0,0,not_adverse
AMHIT-0000453,SUBJ-000030,KWAME KREOPOULOS,organized_crime,perpetrator,523,,1953-03-23,,1.0,0,wrong_entity
AMHIT-0000454,SUBJ-000029,LI WANG,sanctions_evasion,perpetrator,442,,1994-06-15,,1.0,0,wrong_entity
AMHIT-0000455,SUBJ-000012,ANNA MULLER,sanctions_evasion,perpetrator,156,,1990-07-03,,1.0,0,wrong_entity
