uid,name,entity_type,program,aliases,source,true_entity_id,id_dob,id_nationality,id_country,id_place_of_birth,id_passport,id_national_id,id_registration,id_imo,id_tail_number,id_wallet
UN_CONSOLIDATED-000078-0,PACIVUVI HOLDINGS,AIRCRAFT,UN_-PROG,,UN_CONSOLIDATED,78,,,AE,,,,,,EP-00078,
EU_CFSP-000048-2,AHMED SUGOFOSICIJOK,INDIVIDUAL,EU_-PROG,,EU_CFSP,48,1948-01-21,,IR,,,,,,,
UK_OFSI-000100-0,SEFAZEKEZIPI HOLDINGS,ENTITY,UK_-PROG,,UK_OFSI,100,,,CN,,,,REG000100,,,
UK_OFSI-000145-1,ANNA SOZICUHEZ,INDIVIDUAL,UK_-PROG,,UK_OFSI,145,1905-02-06,,KP,,,,,,,
OFAC_SDN-000093-0,ZIKUNUNEG CAPITAL,ENTITY,OFA-PROG,,OFAC_SDN,93,,,AE,,,,REG000093,,,
UN_CONSOLIDATED-000155-0,ANNA ZUMEDAMITU,INDIVIDUAL,UN_-PROG,,UN_CONSOLIDATED,155,1915-12-16,,KP,,P0000155,,,,,
OFAC_SDN-000001-0,LEKEFUDUB HOLDINGS,ENTITY,OFA-PROG,,OFAC_SDN,1,,,SY,,,,REG000001,,,
EU_CFSP-000125-0,IVAN NOLUDIDOP,INDIVIDUAL,EU_-PROG,,EU_CFSP,125,1955-06-14,,BY,,P0000125,,,,,
OFAC_SDN-000137-2,PEHOMIGEBURON CAPITAL,ENTITY,OFA-PROG,,OFAC_SDN,137,,,IR,,,,REG000137,,,
UK_OFSI-000007-0,CHEN LUHUFIZUJEPE,INDIVIDUAL,UK_-PROG,,UK_OFSI,7,1907-08-08,,RU,,P0000007,,,,,
UN_CONSOLIDATED-000064-1,VEPUTOMOZUH CAPITUL,ENTITY,UN_-PROG,,UN_CONSOLIDATED,64,,,KP,,,,REG000064,,,
EU_CFSP-000122-1,MOHAMMED DUBINERUSIHO,INDIVIDUAL,EU_-PROG,,EU_CFSP,122,1952-03-11,,RU,,P0000122,,,,,
EU_CFSP-000017-0,RAVEJOPI CAPITAL,ENTITY,EU_-PROG,,EU_CFSP,17,,,SY,,,,REG000017,,,
OFAC_SDN-000004-0,AHMED LAHUKETOK,INDIVIDUAL,OFA-PROG,,OFAC_SDN,4,1904-05-05,,RU,,P0000004,,,,,
UK_OFSI-000102-0,MOHAMMED RAMEKURUG,INDIVIDUAL,UK_-PROG,,UK_OFSI,102,1932-07-19,,CN,,P0000102,,,,,
EU_CFSP-000115-0,KICOLIDOFEJU STAR,ENTITY,EU_-PROG,,EU_CFSP,115,,,KP,,,,REG000115,,,
OFAC_SDN-000118-1,MARIA GUVICAFOBAHOS,INDIVIDUAL,OFA-PROG,,OFAC_SDN,118,1948-11-07,,KP,,,,,,,
EU_CFSP-000019-1,ZUJISANUF GLOBAL,ENTITY,EU_-PROG,,EU_CFSP,19,,,VE,,,,REG000019,,,
UN_CONSOLIDATED-000050-1,OMAR CESUFAVOPU,INDIVIDUAL,UN_-PROG,,UN_CONSOLIDATED,50,1950-03-23,,SY,,P0000050,,,,,
UN_CONSOLIDATED-000119-0,TABIFOGODERA HOLDINGS,ENTITY,UN_-PROG,,UN_CONSOLIDATED,119,,,IR,,,,REG000119,,,
OFAC_SDN-000075-2,MOHAMMED LEMUDUHUGUNUB,INDIVIDUAL,OFA-PROG,,OFAC_SDN,75,1905-04-20,,RU,,P0000075,,,,,
EU_CFSP-000015-0,IVAN JIJIZOLADO,INDIVIDUAL,EU_-PROG,,EU_CFSP,15,1915-04-16,,RU,,P0000015,,,,,
UK_OFSI-000150-2,HIDEPEMONILUF OCEAN,ENTITY,UK_-PROG,,UK_OFSI,150,,,RU,,,,REG000150,,,
OFAC_SDN-000088-0,PUKEGOGOPO OCEAN,ENTITY,OFA-PROG,,OFAC_SDN,88,,,SY,,,,REG000088,,,
UN_CONSOLIDATED-000069-1,TOHEDOCOJ TRADING,ENTITY,UN_-PROG,,UN_CONSOLIDATED,69,,,CN,,,,REG000069,,,
EU_CFSP-000071-0,OMAR DOPUHAGU,INDIVIDUAL,EU_-PROG,,EU_CFSP,71,1901-12-16,,RU,,P0000071,,,,,
UN_CONSOLIDATED-000013-0,CHEN MONABOFA,INDIVIDUAL,UN_-PROG,,UN_CONSOLIDATED,13,1913-02-14,,VE,,P0000013,,,,,
EU_CFSP-000038-0,OMAR TAGOMULO,INDIVIDUAL,EU_-PROG,,EU_CFSP,38,1938-03-11,,SY,,P0000038,,,,,
EU_CFSP-000063-1,WII ZUZANUGUH,INDIVIDUAL,EU_-PROG,,EU_CFSP,63,1963-04-08,,KP,,P0000063,,,,,
UK_OFSI-000060-0,CHEN DAZOTUCOJI,INDIVIDUAL,UK_-PROG,,UK_OFSI,60,1960-01-05,,KP,,P0000060,,,,,
UN_CONSOLIDATED-000156-0,OMAR ZUMEDAMITU,INDIVIDUAL,UN_-PROG,,UN_CONSOLIDATED,156,1916-01-17,,CN,,P0000156,,,,,
EU_CFSP-000083-0,MARIA LOJELULEFU,INDIVIDUAL,EU_-PROG,,EU_CFSP,83,1913-12-28,,SY,,P0000083,,,,,
OFAC_SDN-000158-0,ANNA HOBEKEJA,INDIVIDUAL,OFA-PROG,,OFAC_SDN,158,1918-03-19,,VE,,P0000158,,,,,
EU_CFSP-000149-0,RIGAVILOROCU CAPITAL,ENTITY,EU_-PROG,,EU_CFSP,149,,,CN,,,,REG000149,,,
OFAC_SDN-000009-0,KEDIBUKUD TRADING,ENTITY,OFA-PROG,,OFAC_SDN,9,,,SY,,,,REG000009,,,
UK_OFSI-000045-0,SERGEI GAMISEJEPU,INDIVIDUAL,UK_-PROG,,UK_OFSI,45,1945-10-18,,KP,,P0000045,,,,,
OFAC_SDN-000053-0,NASISAMUMIFU GROUP,ENTITY,OFA-PROG,,OFAC_SDN,53,,,BY,,,,REG000053,,,
UK_OFSI-000039-0,GALONULAMIVEV SHIPPING,VESSEL,UK_-PROG,,UK_OFSI,39,,,CN,,,,,1000039,,
EU_CFSP-000051-0,MARIA NOZITUSAFU,INDIVIDUAL,EU_-PROG,,EU_CFSP,51,1951-04-24,,AE,,P0000051,,,,,
UN_CONSOLIDATED-000075-0,MOHAMMED LEMUDUHUGENUB,INDIVIDUAL,UN_-PROG,,UN_CONSOLIDATED,75,1905-04-20,,RU,,P0000075,,,,,
UN_CONSOLIDATED-000116-0,MARIA ZAGOCIGEKE,INDIVIDUAL,UN_-PROG,,UN_CONSOLIDATED,116,1946-09-05,,AE,,P0000116,,,,,
UN_CONSOLIDATED-000012-2,MOVEJIJACIV GROEP,VESSEL,UN_-PROG,,UN_CONSOLIDATED,12,,,RU,,,,,1000012,,
OFAC_SDN-000025-1,MARIA LAVACIKACA,INDIVIDUAL,OFA-PROG,,OFAC_SDN,25,1925-02-26,,RU,,P0000025,,,,,
UK_OFSI-000075-1,MOHAMMED LEMUDUHUGINUB,INDIVIDUAL,UK_-PROG,,UK_OFSI,75,1905-04-20,,RU,,P0000075,,,,,
EU_CFSP-000132-0,MOHAMMED CEGERIDU,INDIVIDUAL,EU_-PROG,,EU_CFSP,132,1962-01-21,,RU,,P0000132,,,,,
UK_OFSI-000072-2,SERGEI CUGOPITAGEN,INDIVIDUAL,UK_-PROG,,UK_OFSI,72,1902-01-17,,SY,,P0000072,,,,,
OFAC_SDN-000131-0,OMAR GAKIRUCILER,INDIVIDUAL,OFA-PROG,,OFAC_SDN,131,1961-12-20,,SY,,P0000131,,,,,
UK_OFSI-000077-0,KENUNEHOZOM OCEAN,VESSEL,UK_-PROG,,UK_OFSI,77,,,RU,,,,,1000077,,
UN_CONSOLIDATED-000024-0,GUBOBASETER SHIPPING,ENTITY,UN_-PROG,,UN_CONSOLIDATED,24,,,SY,,,,REG000024,,,
UK_OFSI-000142-0,CHEN CEFAPUSUKUR,INDIVIDUAL,UK_-PROG,,UK_OFSI,142,1902-11-03,,AE,,P0000142,,,,,
OFAC_SDN-000003-0,IVAN COFODUMUPUD,INDIVIDUAL,OFA-PROG,,OFAC_SDN,3,1903-04-04,,SY,,P0000003,,,,,
UK_OFSI-000010-0,ANNA LOJUGUVE,INDIVIDUAL,UK_-PROG,,UK_OFSI,10,1910-11-11,,SY,,P0000010,,,,,
OFAC_SDN-000095-0,SOZERELENATIJ TRADING,VESSEL,OFA-PROG,,OFAC_SDN,95,,,VE,,,,,1000095,,
EU_CFSP-000137-0,PEHOMIGEBURUN CAPITAL,ENTITY,EU_-PROG,,EU_CFSP,137,,,IR,,,,REG000137,,,
UK_OFSI-000085-0,AHMED KUCESECOVEMAF,INDIVIDUAL,UK_-PROG,,UK_OFSI,85,1915-02-02,,VE,,P0000085,,,,,
UK_OFSI-000126-1,CUSENOSID SHIPPING,VESSEL,UK_-PROG,,UK_OFSI,126,,,IR,,,,,1000126,,
UN_CONSOLIDATED-000129-0,PODUFUGODUCO GROUP,ENTITY,UN_-PROG,,UN_CONSOLIDATED,129,,,SY,,,,REG000129,,,
EU_CFSP-000023-1,ANNA GIDOSITOCE,INDIVIDUAL,EU_-PROG,,EU_CFSP,23,1923-12-24,,RU,,P0000023,,,,,
EU_CFSP-000060-2,CHUN DAZOTUCOJI,INDIVIDUAL,EU_-PROG,,EU_CFSP,60,1960-01-05,,KP,,P0000060,,,,,
UN_CONSOLIDATED-000100-1,SEFAZEKEZIPI HULDINGS,ENTITY,UN_-PROG,,UN_CONSOLIDATED,100,,,CN,,,,REG000100,,,
UN_CONSOLIDATED-000105-1,AHMED LOGAHILOMO,INDIVIDUAL,UN_-PROG,,UN_CONSOLIDATED,105,1935-10-22,,VE,,P0000105,,,,,
OFAC_SDN-000144-1,IVAN VAHIRERARI,INDIVIDUAL,OFA-PROG,,OFAC_SDN,144,1904-01-05,,BY,,P0000144,,,,,
UN_CONSOLIDATED-000055-2,AHMED BUZEROTIM,INDIVIDUAL,UN_-PROG,,UN_CONSOLIDATED,55,1955-08-28,,IR,,P0000055,,,,,
OFAC_SDN-000074-0,WEI VUSODENATOZIH,INDIVIDUAL,OFA-PROG,,OFAC_SDN,74,1904-03-19,,AE,,P0000074,,,,,
UK_OFSI-000040-0,OMAR ROGOCEZUNA,INDIVIDUAL,UK_-PROG,,UK_OFSI,40,1940-05-13,,IR,,P0000040,,,,,
OFAC_SDN-000112-1,HIDENAKIFEPE STAR,ENTITY,OFA-PROG,,OFAC_SDN,112,,,KP,,,,REG000112,,,
UK_OFSI-000103-1,MOHAMMED RIBITOKIROHU,INDIVIDUAL,UK_-PROG,,UK_OFSI,103,1933-08-20,,VE,,P0000103,,,,,
UN_CONSOLIDATED-000068-0,AHMED DUPAZUZUBOVA,INDIVIDUAL,UN_-PROG,,UN_CONSOLIDATED,68,1968-09-13,,VE,,P0000068,,,,,
UN_CONSOLIDATED-000016-1,AHMED TUSUBADECIGOM,INDIVIDUAL,UN_-PROG,,UN_CONSOLIDATED,16,1916-05-17,,RU,,P0000016,,,,,
EU_CFSP-000096-1,ANNE JOJIMAJEFOKU,INDIVIDUAL,EU_-PROG,,EU_CFSP,96,1926-01-13,,SY,,P0000096,,,,,
UN_CONSOLIDATED-000108-2,SUCIDEKIHUCU STAR,ENTITY,UN_-PROG,,UN_CONSOLIDATED,108,,,CN,,,,,,,
UK_OFSI-000107-0,BOJOMASOGIKI STAR,ENTITY,UK_-PROG,,UK_OFSI,107,,,AE,,,,REG000107,,,
EU_CFSP-000153-0,MARIA JIBIZEBA,INDIVIDUAL,EU_-PROG,,EU_CFSP,153,1913-10-14,,CN,,P0000153,,,,,
EU_CFSP-000079-1,COCUJIMARUL HOLDINGS,ENTITY,EU_-PROG,,EU_CFSP,79,,,KP,,,,REG000079,,,
EU_CFSP-000055-0,AHMED BAZEROTIM,INDIVIDUAL,EU_-PROG,,EU_CFSP,55,1955-08-28,,IR,,P0000055,,,,,
OFAC_SDN-000134-1,KUBOPOVIZIRIN CAPITAL,ENTITY,OFA-PROG,,OFAC_SDN,134,,,RU,,,,REG000134,,,
EU_CFSP-000104-1,PIFEDESOZOD SHEPPING,AIRCRAFT,EU_-PROG,,EU_CFSP,104,,,IR,,,,,,,
OFAC_SDN-000145-0,ANNA SOZICUHAZ,INDIVIDUAL,OFA-PROG,,OFAC_SDN,145,1905-02-06,,KP,,P0000145,,,,,
EU_CFSP-000148-0,PUMIFODILILI GLOBAL,ENTITY,EU_-PROG,,EU_CFSP,148,,,SY,,,,REG000148,,,
EU_CFSP-000069-2,TOHEDOCIJ TRADONG,ENTITY,EU_-PROG,,EU_CFSP,69,,,CN,,,,REG000069,,,
UN_CONSOLIDATED-000005-1,CHEN JUNEVOTEK,INDIVIDUAL,UN_-PROG,,UN_CONSOLIDATED,5,1905-06-06,,VE,,P0000005,,,,,
UK_OFSI-000098-0,VUNIVOTE SHIPPING,ENTITY,UK_-PROG,,UK_OFSI,98,,,KP,,,,REG000098,,,
UN_CONSOLIDATED-000079-2,COCUJIMARUL HOLDINGS,ENTITY,UN_-PROG,,UN_CONSOLIDATED,79,,,KP,,,,REG000079,,,
UK_OFSI-000020-1,RUBIMESUNOJ OCEAN,ENTITY,UK_-PROG,,UK_OFSI,20,,,KP,,,,REG000020,,,
EU_CFSP-000016-0,AHMED TUSUBADECIGOM,INDIVIDUAL,EU_-PROG,,EU_CFSP,16,1916-05-17,,RU,,P0000016,,,,,
EU_CFSP-000135-0,GUJOMEVADAK TRADING,ENTITY,EU_-PROG,,EU_CFSP,135,,,BY,,,,REG000135,,,
OFAC_SDN-000126-0,CUSENESID SHIPPING,VESSEL,OFA-PROG,,OFAC_SDN,126,,,IR,,,,,1000126,,
UN_CONSOLIDATED-000035-0,BICEVUTIHUSO OCEAN,ENTITY,UN_-PROG,,UN_CONSOLIDATED,35,,,CN,,,,REG000035,,,
OFAC_SDN-000147-2,BOCEJEKELO TRADING,ENTITY,OFA-PROG,,OFAC_SDN,147,,,BY,,,,REG000147,,,
EU_CFSP-000167-0,MOHAMMED LAPIHAROTIRO,INDIVIDUAL,EU_-PROG,,EU_CFSP,167,1927-12-28,,KP,,P0000167,,,,,
EU_CFSP-000041-1,RIVUCUDEME STOR,ENTITY,EU_-PROG,,EU_CFSP,41,,,IR,,,,,,,
OFAC_SDN-000011-0,OMAR CACONAKEJUTEL,INDIVIDUAL,OFA-PROG,,OFAC_SDN,11,1911-12-12,,SY,,P0000011,,,,,
UK_OFSI-000111-0,MOHAMMED JELAFUHIT,INDIVIDUAL,UK_-PROG,,UK_OFSI,111,1941-04-28,,VE,,P0000111,,,,,
OFAC_SDN-000117-1,MIHAMMED DOZIPOVI,INDIVIDUAL,OFA-PROG,,OFAC_SDN,117,1947-10-06,,BY,,P0000117,,,,,
EU_CFSP-000058-0,MOHAMMED KORUDOMIH,INDIVIDUAL,EU_-PROG,,EU_CFSP,58,1958-11-03,,IR,,P0000058,,,,,
EU_CFSP-000134-2,KABOPOVIZIRIN CAPITAL,ENTITY,EU_-PROG,,EU_CFSP,134,,,RU,,,,REG000134,,,
EU_CFSP-000147-0,BOCEJEKELO TRADING,ENTITY,EU_-PROG,,EU_CFSP,147,,,BY,,,,REG000147,,,
EU_CFSP-000128-0,BIBOMAJUKOVA GROUP,ENTITY,EU_-PROG,,EU_CFSP,128,,,VE,,,,REG000128,,,
