alert_id,party_name,party_type,party_dob,party_nationality,party_country,party_place_of_birth,party_passport,party_national_id,party_registration,party_imo,party_tail_number,party_wallet,entry_uid,label,fp_category
ALR-0000269,GORKOVKAL METALS,ENTITY,,,,,,,,,,,SDN-00010,0,generic
ALR-0000270,FATIMA QOMZINSHI,INDIVIDUAL,1982-11-06,JP,,,,,,,,,SDN-00072,0,discriminator
ALR-0000271,RUSBANKQOM TRADING,ENTITY,,,,,,,,,,,SDN-00009,0,type
ALR-0000272,RUSGRADSEV METALS,ENTITY,,,,,,,,,,,SDN-00006,0,generic
ALR-0000273,SHISKFER ROAD,ENTITY,,,,,,,,,,,SDN-00115,0,generic
ALR-0000274,LANDARSHI UNITED,ENTITY,,,,,,,,,,,SDN-00097,0,generic
ALR-0000275,NOROILTEN INVESTMENT,ENTITY,,,,,,,,,,,SDN-00116,0,generic
ALR-0000276,KREINVESTFER PETROLEUM,ENTITY,,,,,,,,,,,SDN-00080,0,generic
ALR-0000277,LANEXPORTKRE TRADING,ENTITY,,,,,,,,,,,SDN-00034,0,type
ALR-0000278,OCEAN LLC GROUP,ENTITY,,,,,,,,,,,SDN-00034,0,type
ALR-0000279,VARINVESTDRAV LLC GROUP,ENTITY,,,,,,,,,,,SDN-00048,0,type
ALR-0000280,VARINVESTDRAV TRADING,ENTITY,,,,,,,,,,,SDN-00048,0,type
ALR-0000281,NORTECHDAN UNITED,ENTITY,,,,,,,,,,,SDN-00100,0,generic
ALR-0000282,DANNEFTKAL FINANCE,ENTITY,,,,,,,,,,,SDN-00006,0,generic
ALR-0000283,KREEXPORTGOR STAR,ENTITY,,,,,,,,,,,SDN-00110,0,generic
ALR-0000284,DRAVOVAZAR FINANCE,ENTITY,,,AE,,,,,,,,SDN-00031,0,discriminator
ALR-0000285,SHIPROMQOM AVIATION,ENTITY,,,,,,,,,,,SDN-00004,0,generic
ALR-0000286,PRIDE TEXTILE,ENTITY,,,GB,,,,,,,,SDN-00040,0,discriminator
ALR-0000287,VOLNEFTQOM TEXTILE,ENTITY,,,,,,,,,,,SDN-00119,0,generic
ALR-0000288,SEVOILMOR NATIONAL,ENTITY,,,,,,,,,,,SDN-00088,0,generic
ALR-0000289,SEVOILFER UNITED,ENTITY,,,,,,,,,,,SDN-00041,0,generic
ALR-0000290,LANSKQOM AVIATION,ENTITY,,,,,,,,,,,SDN-00096,0,generic
ALR-0000291,SHIEXPORTVAR PEARL,ENTITY,,,VE,,,,,,,,SDN-00052,1,
ALR-0000292,MORKOVRUS PEARL,ENTITY,,,,,,,,,,,SDN-00000,0,generic
ALR-0000293,TENMASHVOL SHIPPING,ENTITY,,,,,,,,,,,SDN-00051,0,generic
ALR-0000294,GORPROMKAL ENERGY,ENTITY,,,,,,,,,,,SDN-00049,0,generic
ALR-0000295,GORDARRUS CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00025,0,generic
ALR-0000296,TASHEXPORTSEV NATIONAL,ENTITY,,,,,,,,,,,SDN-00118,0,generic
ALR-0000297,DMITRI TASHEXPORTRUS,INDIVIDUAL,,,,,,,,,,,SDN-00050,0,weak
ALR-0000298,NORGRADQOM EXPRESS,ENTITY,,,SY,,,,,,,,SDN-00017,0,weak
ALR-0000299,SHIBANKLAN EASTERN,ENTITY,,,,,,,,,,,SDN-00030,0,generic
ALR-0000300,NORNEFTSEV EASTERN,ENTITY,,,,,,,,,,,SDN-00030,0,generic
ALR-0000301,WEI DANMASHQOM,INDIVIDUAL,1970-07-17,US,,,,,,,,,SDN-00018,0,discriminator
ALR-0000302,RUSINVESTSHI CAPITAL,ENTITY,,,,,,,,,,,SDN-00036,0,generic
ALR-0000303,KREKOVVOL NATIONAL,ENTITY,,,,,,,,,,,SDN-00031,0,generic
ALR-0000304,YUSUF POLGRADSHI,INDIVIDUAL,1985-05-27,GB,,,,,,,,,SDN-00047,0,discriminator
ALR-0000305,POLDARNOR INVESTMENT,ENTITY,,,,,,,,,,,SDN-00116,0,generic
ALR-0000306,BURSKQOM GULF,ENTITY,,,,,,,,,,,SDN-00006,0,weak
ALR-0000307,TENNEFTKAL GULF,ENTITY,,,,,,,,,,,SDN-00071,0,generic
ALR-0000308,TASHOVAFER EASTERN,ENTITY,,,,,,,,,,,SDN-00085,0,generic
ALR-0000309,VAROVANOR FINANCE,ENTITY,,,,,,,,,,,SDN-00104,0,generic
ALR-0000310,GOREXPORTSHI INVESTMENT,ENTITY,,,,,,,,,,,SDN-00116,0,generic
ALR-0000311,AVIATION PARTNERS,ENTITY,,,,,,,,,,,SDN-00065,0,type
ALR-0000312,GORGAZRUS STAR,ENTITY,,,,,,,,,,,SDN-00110,0,generic
ALR-0000313,ZARTECHVOL ENERGY,ENTITY,,,,,,,,,,,SDN-00049,0,generic
ALR-0000314,SHISTROYKAL TRADING,ENTITY,,,,,,,,,,,SDN-00040,0,type
ALR-0000315,VOLEXPORTDAN TEXTILE,ENTITY,,,,,,,,,,,SDN-00102,0,generic
ALR-0000316,KALZINKAL GENERAL,ENTITY,,,CA,,,,,,,,SDN-00108,0,discriminator
ALR-0000317,NOREXPORTTEN PARTNERS,ENTITY,,,,,,,,,,,SDN-00065,0,type
ALR-0000318,YUSUF QOMZINSHI,INDIVIDUAL,,,,,,,,,,,SDN-00072,0,weak
ALR-0000319,AVIATION TRADING,ENTITY,,,,,,,,,,,SDN-00092,0,type
ALR-0000320,FEREXPORTZAR ENERGY,ENTITY,,,,,,,,,,,SDN-00049,0,generic
ALR-0000321,SHISTROYTEN PRIDE,VESSEL,,,,,,,,,,,SDN-00117,1,
ALR-0000322,MOROVAZAR METALS,ENTITY,,,,,,,,,,,SDN-00036,0,generic
ALR-0000323,VAROILQOM EASTERN,ENTITY,,,AE,,,,,,,,SDN-00099,0,discriminator
ALR-0000324,RUSZINMOR NATIONAL,ENTITY,,,,,,,,,,,SDN-00118,0,generic
ALR-0000325,TENZINKRE METALS,ENTITY,,,,,,,,,,,SDN-00093,0,weak
ALR-0000326,FERBANKQOM FINANCE,ENTITY,,,,,,,,,,,SDN-00104,0,generic
ALR-0000327,DRAVSKVAR TRADING,ENTITY,,,,,,,,,,,SDN-00062,0,type
ALR-0000328,YUSUF DANPROMSEV,INDIVIDUAL,,,IR,,,,,,,,SDN-00073,0,weak
ALR-0000329,ZARIANQOM ORIENT,ENTITY,,,,,,,,,,,SDN-00078,0,weak
ALR-0000330,QOMBANKMOR METALS,ENTITY,,,,,,,,,,,SDN-00010,0,generic
ALR-0000331,QOMIANPOL INVESTMENT,ENTITY,,,IR,,,,,,,,SDN-00105,0,weak
ALR-0000332,DRAVZINZAR PETROLEUM,ENTITY,,,,,,,,,,,SDN-00067,0,generic
ALR-0000333,OCEAN LLC GROUP,ENTITY,,,,,,,,,,,SDN-00034,0,type
ALR-0000334,KREMASHDAN GULF,ENTITY,,,,,,,,,,,SDN-00071,0,generic
ALR-0000335,SEVKOVMOR AVIATION,ENTITY,,,,,,,,,,,SDN-00004,0,generic
ALR-0000336,RUSNEFTNOR LOGISTICS,ENTITY,,,,,,,,,,,SDN-00033,0,generic
ALR-0000337,GOROILPOL ENERGY,ENTITY,,,RU,,,,,,,,SDN-00114,0,weak
ALR-0000338,BUROVAKRE PETROLEUM,ENTITY,,,,,,,,,,,SDN-00080,0,generic
ALR-0000339,SHITECHSEV FINANCE,ENTITY,,,,,,,,,,,SDN-00104,0,generic
ALR-0000340,SHIMASHTASH STAR,ENTITY,,,,,,,,,,,SDN-00110,0,generic
ALR-0000341,FERMASHLAN STAR,ENTITY,,,,,,,,,,,SDN-00056,0,generic
ALR-0000342,NORMASHKRE STAR,ENTITY,,,,,,,,,,,SDN-00056,0,generic
ALR-0000343,DRAVIANSHI NATIONAL,ENTITY,,,,,,,,,,,SDN-00118,0,generic
ALR-0000344,CHEN POLGRADSHI,INDIVIDUAL,1950-05-15,JP,,,,,,,,,SDN-00047,0,discriminator
ALR-0000345,MARIA QOMZINSHI,INDIVIDUAL,1992-11-04,GB,,,,,,,,,SDN-00072,0,discriminator
ALR-0000346,ZARSKPOL PARTNERS,ENTITY,,,,,,,,,,,SDN-00082,0,type
ALR-0000347,TENSKVAR UNITED,ENTITY,,,,,,,,,,,SDN-00100,0,generic
ALR-0000348,GORGRADDAN AVIATION,ENTITY,,,,,,,,,,,SDN-00004,0,generic
ALR-0000349,LANEXPORTKRE TRADING,ENTITY,,,,,,,,,,,SDN-00034,0,type
ALR-0000350,NORPROMLAN PETROLEUM,ENTITY,,,,,,,,,,,SDN-00080,0,generic
ALR-0000351,NORTRANSSHI METALS,ENTITY,,,,,,,,,,,SDN-00010,0,generic
ALR-0000352,IVAN ZARIANSEV,INDIVIDUAL,1992-10-19,AU,,,,,,,,,SDN-00066,0,discriminator
ALR-0000353,TASHZINKRE GLOBAL,ENTITY,,,,,,,,,,,SDN-00032,0,generic
ALR-0000354,ZARDARZAR LOGISTICS,ENTITY,,,FR,,,,,,,,SDN-00112,0,discriminator
ALR-0000355,VAROVABUR PETROLEUM,ENTITY,,,,,,,,,,,SDN-00112,0,generic
ALR-0000356,RUSOVARUS TEXTILE,ENTITY,,,,,,,,,,,SDN-00119,0,generic
ALR-0000357,DRAVBANKZAR INVESTMENT,ENTITY,,,,,,,,,,,SDN-00093,0,generic
ALR-0000358,VARZINQOM WESTERN,ENTITY,,,,,,,,,,,SDN-00053,0,generic
ALR-0000359,PEARL PARTNERS,ENTITY,,,,,,,,,,,SDN-00063,0,type
ALR-0000360,POLSTROYTEN UNITED,ENTITY,,,,,,,,,,,SDN-00041,0,generic
ALR-0000361,QOMIANPOL EASTERN,ENTITY,,,DE,,,,,,,,SDN-00105,0,discriminator
ALR-0000362,LANOILQOM PARTNERS,ENTITY,,,,,,,,,,,SDN-00069,0,type
ALR-0000363,LANOVAQOM UNITED,ENTITY,,,,,,,,,,,SDN-00041,0,generic
ALR-0000364,ABDUL VOLDARGOR,INDIVIDUAL,1971-08-17,SG,,,,,,,,,SDN-00090,0,discriminator
ALR-0000365,QOMBANKVAR GLOBAL,ENTITY,,,,,,,,,,,SDN-00003,0,generic
ALR-0000366,FATIMA QOMOILSEV,INDIVIDUAL,1958-05-24,GB,,,,,,,,,SDN-00075,0,discriminator
ALR-0000367,DANSTROYQOM LOGISTICS,ENTITY,,,,,,,,,,,SDN-00033,0,generic
ALR-0000368,GORKOVZAR ORIENT,ENTITY,,,,,,,,,,,SDN-00079,0,generic
ALR-0000369,ZAREXPORTDRAV PETROLEUM,ENTITY,,,,,,,,,,,SDN-00112,0,generic
ALR-0000370,PEARL LLC GROUP,ENTITY,,,,,,,,,,,SDN-00048,0,type
ALR-0000371,POLOILGOR INVESTMENT,ENTITY,,,,,,,,,,,SDN-00046,0,generic
ALR-0000372,KALSKFER NATIONAL,ENTITY,,,,,,,,,,,SDN-00118,0,generic
ALR-0000373,MORTECHMOR METALS,ENTITY,,,,,,,,,,,SDN-00010,0,generic
ALR-0000374,PRIDE TRADING,ENTITY,,,,,,,,,,,SDN-00117,0,type
ALR-0000375,OCEAN PARTNERS,ENTITY,,,,,,,,,,,SDN-00017,0,type
ALR-0000376,VAROILDRAV GLOBAL,ENTITY,,,,,,,,,,,SDN-00003,0,generic
ALR-0000377,QOMIANPOL LLC GROUP,ENTITY,,,,,,,,,,,SDN-00105,0,type
ALR-0000378,VARBANKGOR TEXTILE,ENTITY,,,,,,,,,,,SDN-00102,0,generic
ALR-0000379,ZARDARZAR UNITED,ENTITY,,,GB,,,,,,,,SDN-00112,0,discriminator
ALR-0000380,MORPROMBUR PARTNERS,ENTITY,,,,,,,,,,,SDN-00101,0,type
ALR-0000381,KALEXPORTSEV ENERGY,ENTITY,,,,,,,,,,,SDN-00049,0,generic
ALR-0000382,DANOILPOL PEARL,ENTITY,,,,,,,,,,,SDN-00052,0,generic
ALR-0000383,JOSE NORNEFTQOM,INDIVIDUAL,1960-09-04,SG,,,,,,,,,SDN-00074,0,discriminator
ALR-0000384,TASHSTROYMOR GLOBAL,ENTITY,,,,,,,,,,,SDN-00032,0,generic
ALR-0000385,BUROILKRE NATIONAL,ENTITY,,,DE,,,,,,,,SDN-00058,0,discriminator
ALR-0000386,BURGAZVOL ROAD,ENTITY,,,,,,,,,,,SDN-00115,0,generic
ALR-0000387,DANNEFTVAR LOGISTICS,ENTITY,,,,,,,,,,,SDN-00033,0,generic
ALR-0000388,RUSPROMVAR PETROLEUM,ENTITY,,,,,,,,,,,SDN-00080,0,generic
ALR-0000389,SERGEI SHINEFTLAN,INDIVIDUAL,1978-05-24,,,,,,,,,,SDN-00068,1,
ALR-0000390,GORSTROYZAR GULF,ENTITY,,,,,,,,,,,SDN-00058,0,generic
ALR-0000391,SEVDARKRE PETROLEUM,ENTITY,,,,,,,,,,,SDN-00067,0,generic
ALR-0000392,VOLOILSEV METALS,ENTITY,,,,,,,,,,,SDN-00010,0,generic
ALR-0000393,TENDARMOR WESTERN,ENTITY,,,,,,,,,,,SDN-00060,0,generic
ALR-0000394,ZAREXPORTQOM CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00078,0,generic
ALR-0000395,BURZINKAL UNITED,ENTITY,,,,,,,,,,,SDN-00097,0,generic
ALR-0000396,FEROVAFER TEXTILE,ENTITY,,,,,,,,,,,SDN-00102,0,generic
ALR-0000397,VOLZINTEN GLOBAL,ENTITY,,,,,,,,,,,SDN-00003,0,generic
ALR-0000398,TASHSTROYZAR INVESTMENT,ENTITY,,,,,,,,,,,SDN-00093,0,generic
ALR-0000399,DRAVDARTEN UNITED,ENTITY,,,,,,,,,,,SDN-00100,0,generic
ALR-0000400,KREZINVAR STAR,ENTITY,,,,,,,,,,,SDN-00056,0,generic
ALR-0000401,VAROILQOM LLC GROUP,ENTITY,,,,,,,,,,,SDN-00099,0,type
ALR-0000402,SHIMASHLAN AVIATION,ENTITY,,,,,,,,,,,SDN-00004,0,generic
ALR-0000403,NORZINDAN NATIONAL,ENTITY,,,,,,,,,,,SDN-00118,0,generic
ALR-0000404,NORZINDRAV UNITED,ENTITY,,,,,,,,,,,SDN-00097,0,generic
ALR-0000405,KALSKTASH TRADING,ENTITY,,,KP,,,,,,,,SDN-00033,0,weak
ALR-0000406,KALGAZTEN STAR,ENTITY,,,,,,,,,,,SDN-00056,0,generic
ALR-0000407,NORGRADQOM TRADING,ENTITY,,,,,,,,,,,SDN-00017,0,type
ALR-0000408,POLTECHNOR PETROLEUM,ENTITY,,,,,,,,,,,SDN-00067,0,generic
ALR-0000409,RUSINVESTDRAV CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00078,0,generic
ALR-0000410,BURZINTASH ORIENT,ENTITY,,,,,,,,,,,SDN-00079,0,generic
ALR-0000411,YUSUF BURSKGOR,INDIVIDUAL,1978-10-22,JP,,,,,,,,,SDN-00013,0,discriminator
ALR-0000412,FERKOVTASH PETROLEUM,ENTITY,,,,,,,,,,,SDN-00067,0,generic
ALR-0000413,POLOVANOR ORIENT,ENTITY,,,,,,,,,,,SDN-00079,0,generic
ALR-0000414,GOREXPORTMOR TEXTILE,ENTITY,,,,,,,,,,,SDN-00119,0,generic
ALR-0000415,AVIATION PARTNERS,ENTITY,,,,,,,,,,,SDN-00092,0,type
ALR-0000416,FEROVAZAR FINANCE,ENTITY,,,,,,,,,,,SDN-00104,0,generic
ALR-0000417,NORMASHMOR GENERAL,ENTITY,,,,,,,,,,,SDN-00096,0,generic
ALR-0000418,QOMSKRUS UNITED,ENTITY,,,,,,,,,,,SDN-00097,0,generic
ALR-0000419,DANINVESTNOR EASTERN,ENTITY,,,,,,,,,,,SDN-00085,0,generic
ALR-0000420,ZARZINRUS MARINE,ENTITY,,,,,,,,,,,SDN-00096,0,generic
ALR-0000421,FEROILGOR CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00011,0,generic
ALR-0000422,KALOVAQOM WESTERN,ENTITY,,,,,,,,,,,SDN-00060,0,generic
ALR-0000423,AVIATION PARTNERS,ENTITY,,,,,,,,,,,SDN-00108,0,type
ALR-0000424,QOMNEFTTEN PARTNERS,ENTITY,,,,,,,,,,,SDN-00021,0,type
ALR-0000425,SEVSKGOR ROAD,ENTITY,,,,,,,,,,,SDN-00115,0,generic
ALR-0000426,VARDARTEN LOGISTICS,ENTITY,,,,,,,,,,,SDN-00033,0,generic
ALR-0000427,RUSSTROYPOL EASTERN,ENTITY,,,,,,,,,,,SDN-00030,0,generic
ALR-0000428,VOLZINPOL ORIENT,ENTITY,,,,,,,,,,,SDN-00079,0,generic
ALR-0000429,NORGRADQOM CAPITAL,ENTITY,,,,,,,,,,,SDN-00017,0,weak
ALR-0000430,VIKTOR TASHPROMKRE,INDIVIDUAL,,,,,,,,,,,SDN-00107,0,weak
ALR-0000431,TASHZINRUS MARINE,ENTITY,,,,,,,,,,,SDN-00036,0,generic
ALR-0000432,QOMTECHRUS PETROLEUM,ENTITY,,,,,,,,,,,SDN-00112,0,generic
ALR-0000433,TASHPROMFER NATIONAL,ENTITY,,,,,,,,,,,SDN-00031,0,generic
ALR-0000434,SHISTROYLAN GULF,ENTITY,,,,,,,,,,,SDN-00058,0,generic
ALR-0000435,TASHNEFTGOR PETROLEUM,ENTITY,,,,,,,,,,,SDN-00067,0,generic
ALR-0000436,PEARL PARTNERS,ENTITY,,,,,,,,,,,SDN-00101,0,type
ALR-0000437,SHIOILTEN ORIENT,ENTITY,,,,,,,,,,,SDN-00079,0,generic
ALR-0000438,VOLOVALAN GLOBAL,ENTITY,,,,,,,,,,,SDN-00032,0,generic
ALR-0000439,DRAVDARVOL STAR,ENTITY,,,,,,,,,,,SDN-00056,0,generic
ALR-0000440,POLZINFER PETROLEUM,ENTITY,,,,,,,,,,,SDN-00067,0,generic
ALR-0000441,GOROILVOL SHIPPING,ENTITY,,,,,,,,,,,SDN-00051,0,generic
ALR-0000442,RASHID ZAROILSEV,INDIVIDUAL,,,KP,,,,,,,,SDN-00087,0,weak
ALR-0000443,QOMBANKDAN EASTERN,ENTITY,,,,,,,,,,,SDN-00085,0,generic
ALR-0000444,AHMED POLBANKSEV,INDIVIDUAL,,,,,,,,,,,SDN-00037,0,weak
ALR-0000445,OMAR VOLOILKAL,INDIVIDUAL,,,BY,,,,,,,,SDN-00094,0,weak
ALR-0000446,DANTECHZAR LOGISTICS,ENTITY,,,,,,,,,,,SDN-00033,0,generic
ALR-0000447,DMITRI POLBANKBUR,INDIVIDUAL,,,,,,,,,,,SDN-00005,0,weak
ALR-0000448,SEVMASHDAN NATIONAL,ENTITY,,,,,,,,,,,SDN-00118,0,generic
ALR-0000449,VAROILQOM TRADING,ENTITY,,,,,,,,,,,SDN-00099,0,type
ALR-0000450,OCEAN PARTNERS,ENTITY,,,,,,,,,,,SDN-00034,0,type
ALR-0000451,LANGAZMOR ENERGY,ENTITY,,,,,,,,,,,SDN-00049,0,generic
ALR-0000452,BURMASHGOR WESTERN,ENTITY,,,,,,,,,,,SDN-00079,0,weak
ALR-0000453,KALINVESTQOM NATIONAL,ENTITY,,,,,,,,,,,SDN-00118,0,generic
ALR-0000454,RUSZINRUS GULF,ENTITY,,,,,,,,,,,SDN-00058,0,generic
ALR-0000455,KALGRADGOR UNITED,ENTITY,,,,,,,,,,,SDN-00100,0,generic
ALR-0000456,LANGAZGOR INVESTMENT,ENTITY,,,,,,,,,,,SDN-00116,0,generic
ALR-0000457,SHIKOVNOR TEXTILE,ENTITY,,,,,,,,,,,SDN-00102,0,generic
ALR-0000458,ZARSKPOL TRADING,ENTITY,,,,,,,,,,,SDN-00082,0,type
ALR-0000459,ZARSKPOL PARTNERS,ENTITY,,,,,,,,,,,SDN-00082,0,type
ALR-0000460,VOLIANNOR WESTERN,ENTITY,,,,,,,,,,,SDN-00060,0,generic
ALR-0000461,DANEXPORTDRAV METALS,ENTITY,,,,,,,,,,,SDN-00010,0,generic
ALR-0000462,MORKOVRUS PETROLEUM,ENTITY,,,,,,,,,,,SDN-00080,0,generic
ALR-0000463,NOROVANOR ORIENT,ENTITY,,,,,,,,,,,SDN-00114,0,generic
ALR-0000464,SEVIANSEV TEXTILE,ENTITY,,,,,,,,,,,SDN-00119,0,generic
ALR-0000465,VOLINVESTSHI GENERAL,ENTITY,,,AU,,,,,,,,SDN-00003,0,discriminator
ALR-0000466,PEARL PARTNERS,ENTITY,,,,,,,,,,,SDN-00101,0,type
ALR-0000467,KALKOVSHI INVESTMENT,ENTITY,,,,,,,,,,,SDN-00116,0,generic
ALR-0000468,RUSSKSHI PETROLEUM,ENTITY,,,,,,,,,,,SDN-00112,0,generic
ALR-0000469,NOREXPORTTEN LLC GROUP,ENTITY,,,,,,,,,,,SDN-00065,0,type
ALR-0000470,AHMED DANMASHQOM,INDIVIDUAL,1962-10-27,FR,,,,,,,,,SDN-00018,0,discriminator
ALR-0000471,VOLSKPOL STAR,ENTITY,,,,,,,,,,,SDN-00110,0,generic
ALR-0000472,LANMASHMOR CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00025,0,generic
ALR-0000473,SEVIANLAN CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00025,0,generic
ALR-0000474,SEVDARDAN NATIONAL,ENTITY,,,,,,,,,,,SDN-00118,0,generic
ALR-0000475,QOMNEFTTEN NATIONAL,ENTITY,,,CN,,,,,,,,SDN-00021,0,weak
ALR-0000476,PRIDE LLC GROUP,ENTITY,,,,,,,,,,,SDN-00082,0,type
ALR-0000477,AVIATION LLC GROUP,ENTITY,,,,,,,,,,,SDN-00092,0,type
ALR-0000478,KRENEFTFER FINANCE,ENTITY,,,,,,,,,,,SDN-00104,0,generic
ALR-0000479,NORGRADQOM OCEAN,ENTITY,,,GB,,,,,,,,SDN-00017,0,discriminator
ALR-0000480,KALZINKAL TEXTILE,ENTITY,,,NL,,,,,,,,SDN-00108,0,discriminator
ALR-0000481,QOMNEFTBUR PARTNERS,ENTITY,,,,,,,,,,,SDN-00035,0,type
ALR-0000482,WALLET ORIENT,ENTITY,,,DE,,,,,,,,SDN-00069,0,discriminator
ALR-0000483,SEVDARPOL EXPRESS,ENTITY,,,,,,,,,,,SDN-00111,0,generic
ALR-0000484,QOMNEFTGOR NATIONAL,ENTITY,,,,,,,,,,,SDN-00118,0,generic
ALR-0000485,TASHMASHKAL STAR,ENTITY,,,,,,,,,,,SDN-00110,0,generic
ALR-0000486,DRAVBANKQOM METALS,ENTITY,,,,,,,,,,,SDN-00010,0,generic
ALR-0000487,RUSMASHPOL NATIONAL,ENTITY,,,,,,,,,,,SDN-00070,0,generic
ALR-0000488,GORTECHDRAV CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00025,0,generic
ALR-0000489,NORGRADDRAV EXPRESS,ENTITY,,,,,,,,,,,SDN-00111,0,generic
ALR-0000490,KALBANKVAR CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00078,0,generic
ALR-0000491,POLNEFTQOM NATIONAL,ENTITY,,,,,,,,,,,SDN-00031,0,generic
ALR-0000492,BURNEFTKAL GLOBAL,ENTITY,,,,,,,,,,,SDN-00032,0,generic
ALR-0000493,KREMASHVAR WESTERN,ENTITY,,,,,,,,,,,SDN-00060,0,generic
ALR-0000494,ZAREXPORTVOL ORIENT,ENTITY,,,,,,,,,,,SDN-00079,0,generic
ALR-0000495,GOROVADAN ROAD,ENTITY,,,,,,,,,,,SDN-00115,0,generic
ALR-0000496,RUSKOVSEV EASTERN,ENTITY,,,,,,,,,,,SDN-00036,0,generic
ALR-0000497,VARNEFTQOM INVESTMENT,ENTITY,,,,,,,,,,,SDN-00093,0,generic
ALR-0000498,OCEAN TRADING,ENTITY,,,,,,,,,,,SDN-00034,0,type
ALR-0000499,FERIANQOM NATIONAL,ENTITY,,,,,,,,,,,SDN-00088,0,generic
ALR-0000500,GORGRADTEN UNITED,ENTITY,,,,,,,,,,,SDN-00041,0,generic
ALR-0000501,FEROVASHI ORIENT,ENTITY,,,,,,,,,,,SDN-00114,0,generic
ALR-0000502,SHIKOVTEN PETROLEUM,ENTITY,,,,,,,,,,,SDN-00112,0,generic
ALR-0000503,TENEXPORTVAR UNITED,ENTITY,,,,,,,,,,,SDN-00100,0,generic
ALR-0000504,QOMIANPOL LLC GROUP,ENTITY,,,,,,,,,,,SDN-00105,0,type
ALR-0000505,NOROILFER ENERGY,ENTITY,,,,,,,,,,,SDN-00049,0,generic
ALR-0000506,DANGRADKRE PEARL,ENTITY,,,,,,,,,,,SDN-00000,0,generic
ALR-0000507,TENBANKKRE GULF,ENTITY,,,,,,,,,,,SDN-00058,0,generic
ALR-0000508,SHIPROMDAN PEARL,ENTITY,,,,,,,,,,,SDN-00052,0,generic
ALR-0000509,VLADIMIR TASHEXPORTRUS,INDIVIDUAL,,,,,,,,,,,SDN-00050,0,weak
ALR-0000510,SHIMASHDRAV FINANCE,ENTITY,,,,,,,,,,,SDN-00104,0,generic
ALR-0000511,LANOILQOM PARTNERS,ENTITY,,,,,,,,,,,SDN-00069,0,type
ALR-0000512,KRESTROYGOR LOGISTICS,ENTITY,,,,,,,,,,,SDN-00033,0,generic
ALR-0000513,KALZINKAL TRADING,ENTITY,,,,,,,,,,,SDN-00108,0,type
ALR-0000514,TASHMASHFER CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00011,0,generic
ALR-0000515,NOROVARUS NATIONAL,ENTITY,,,,,,,,,,,SDN-00070,0,generic
ALR-0000516,VOLNEFTVAR PETROLEUM,ENTITY,,,,,,,,,,,SDN-00112,0,generic
ALR-0000517,KALZINKAL AVIATION,AIRCRAFT,,,,,,,,,,,SDN-00108,1,
ALR-0000518,FERGRADGOR AVIATION,ENTITY,,,,,,,,,,,SDN-00004,0,generic
ALR-0000519,QOMKOVBUR NATIONAL,ENTITY,,,,,,,,,,,SDN-00070,0,generic
ALR-0000520,AVIATION LLC GROUP,ENTITY,,,,,,,,,,,SDN-00065,0,type
ALR-0000521,NORSKSEV METALS,ENTITY,,,,,,,,,,,SDN-00010,0,generic
ALR-0000522,SHISTROYKAL LLC GROUP,ENTITY,,,,,,,,,,,SDN-00040,0,type
ALR-0000523,BURPROMGOR PEARL,ENTITY,,,,,,,,,,,SDN-00052,0,generic
ALR-0000524,KREGRADDRAV WESTERN,ENTITY,,,,,,,,,,,SDN-00060,0,generic
ALR-0000525,WEI QOMZINSHI,INDIVIDUAL,,,,,,,,,,,SDN-00072,0,weak
ALR-0000526,DANKOVVAR NATIONAL,ENTITY,,,,,,,,,,,SDN-00088,0,generic
ALR-0000527,QOMGAZTEN ENERGY,ENTITY,,,,,,,,,,,SDN-00049,0,generic
ALR-0000528,QOMOILNOR PEARL,ENTITY,,,,,,,,,,,SDN-00052,0,generic
ALR-0000529,RUSBANKQOM FINANCE,ENTITY,,,AE,,,,,,,,SDN-00009,0,discriminator
ALR-0000530,LANEXPORTKRE MARINE,ENTITY,,,CA,,,,,,,,SDN-00034,0,discriminator
ALR-0000531,DRAVSTROYQOM SHIPPING,ENTITY,,,,,,,,,,,SDN-00051,0,generic
ALR-0000532,JOHN DANSTROYRUS,INDIVIDUAL,1955-02-22,JP,,,,,,,,,SDN-00045,0,discriminator
ALR-0000533,MORPROMBUR LLC GROUP,ENTITY,,,,,,,,,,,SDN-00101,0,type
ALR-0000534,DRAVMASHBUR STAR,ENTITY,,,,,,,,,,,SDN-00110,0,generic
ALR-0000535,TASHTECHKRE PARTNERS,ENTITY,,,,,,,,,,,SDN-00029,0,type
ALR-0000536,VOLGRADKAL TEXTILE,ENTITY,,,,,,,,,,,SDN-00102,0,generic
ALR-0000537,TENOVAMOR PARTNERS,ENTITY,,,,,,,,,,,SDN-00089,0,type
ALR-0000538,ZARSTROYRUS PEARL,ENTITY,,,,,,,,,,,SDN-00000,0,generic
ALR-0000539,BURSKDRAV PEARL,ENTITY,,,,,,,,,,,SDN-00052,0,generic
